Date,Close,SMA 5,SMA 10,SMA 15,state,closePriceSMA5,closePriceSMA10,closePriceSMA15,sellSignal1,sellSignal2,buySignal1,buySignal2,exit_Signal_SMA
2018-12-14 17:00:00,0.937400476236,,,,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-12-17 10:00:00,0.929877704888,,,,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-12-17 10:30:00,0.930511700922,,,,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-12-17 11:00:00,0.932468920581,,,,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-12-17 11:30:00,0.934356906317,0.932923141789,,,NA,1.0015368517128629,NA,NA,NA,NA,NA,NA,0
2018-12-17 12:00:00,0.936108368981,0.932664720338,,,NA,1.0036922685807612,NA,NA,NA,NA,NA,NA,0
2018-12-17 12:30:00,0.934123533544,0.933513886069,,,NA,1.0006530673876046,NA,NA,NA,NA,NA,NA,0
2018-12-17 13:00:00,0.926917760213,0.932795097927,,,NA,0.99369921890929835,NA,NA,NA,NA,NA,NA,0
2018-12-17 13:30:00,0.926761789409,0.931653671693,,,NA,0.99474924810335019,NA,NA,NA,NA,NA,NA,0
2018-12-17 14:00:00,0.922929419516,0.929368174333,0.931145658061,,NA,0.99307190089562214,0.99117620484701974,NA,0,NA,0,NA,0
2018-12-17 14:30:00,0.92176255565,0.926499011666,0.929581866002,,NA,0.99488779161447338,0.99158835747735896,NA,0,NA,0,NA,0
2018-12-17 15:00:00,0.920919690983,0.923858243154,0.928686064612,,NA,0.99681926075494021,0.99163724543287657,NA,0,NA,0,NA,0
2018-12-17 15:30:00,0.916797160942,0.9218341233,0.927314610614,,NA,0.99453593414429331,0.98865816460687816,NA,0,NA,0,NA,0
2018-12-17 16:00:00,0.917711204305,0.920024006279,0.925838838986,,NA,0.99748615040601118,0.99122132887590486,NA,0,NA,0,NA,0
2018-12-17 16:30:00,0.917659862295,0.918970094835,0.924169134584,0.927087136985,NA,0.99857423810875356,0.99295662228302939,0.98983129598630959,0,0,0,0,0
2018-12-17 17:00:00,0.917659862295,0.918149556164,0.922324283915,0.925771096056,NA,0.99946665130306089,0.99494275310546143,0.99123840245604466,0,0,0,0,0
2018-12-18 10:00:00,0.929836475698,0.919932913107,0.92189557813,0.925768347443,NA,1.0107655269747013,1.0086136627136753,1.0043943263621515,0,0,0,0,0
2018-12-18 10:30:00,0.929233207079,0.922420122334,0.922127122817,0.92568311452,long,1.0073860972670627,1.0077061872335613,1.0038351056668826,0,0,1,0,0
2018-12-18 11:00:00,0.925346383539,0.923947158181,0.92198558223,0.925208278718,long,1.00151439976365,1.0036451777267772,1.0001492688990932,0,0,0,0,0
2018-12-18 11:30:00,0.924592200526,0.925333625827,0.922151860331,0.924557298332,long,0.9991987481269653,1.0026463539252579,1.0000377501695461,0,0,0,0,0
2018-12-18 12:00:00,0.926223476212,0.927046348611,0.922597952387,0.92389830548,long,0.99911237188949387,1.003929689866812,1.0025166955257296,0,0,0,0,0
2018-12-18 12:30:00,0.928333555037,0.926745764479,0.923339338793,0.923512306913,long,1.0017132968066165,1.0054088632802085,1.005220556443239,0,0,0,0,0
2018-12-18 13:00:00,0.929466968807,0.926792516824,0.924606319579,0.923682254153,long,1.0028857073550284,1.0052569933003594,1.0062626673055652,0,0,0,1,0
2018-12-18 13:30:00,0.926930595715,0.927109359259,0.92552825872,0.923693507907,long,0.9998071818145432,1.0015151746926576,1.0035045042331379,0,0,0,0,0
