Date,Close,Lower Bound,Upper Bound,Middle Bound,sellSignal,buySignal
2018-12-14 17:00:00,0.9374004762360394,,,,0,0
2018-12-17 10:00:00,0.9298777048876815,,,,0,0
2018-12-17 10:30:00,0.9305117009219004,,,,0,0
2018-12-17 11:00:00,0.9324689205809116,,,,0,0
2018-12-17 11:30:00,0.9343569063171676,,,,0,0
2018-12-17 12:00:00,0.9361083689810246,,,,0,0
2018-12-17 12:30:00,0.9341235335438356,,,,0,0
2018-12-17 13:00:00,0.9269177602125871,,,,0,0
2018-12-17 13:30:00,0.9267617894090769,,,,0,0
2018-12-17 14:00:00,0.9229294195163427,,,,0,0
2018-12-17 14:30:00,0.9217625556496826,,,,0,0
2018-12-17 15:00:00,0.9209196909833318,,,,0,0
2018-12-17 15:30:00,0.9167971609424215,,,,0,0
2018-12-17 16:00:00,0.9177112043046386,,,,0,0
2018-12-17 16:30:00,0.9176598622945056,,,,0,0
2018-12-17 17:00:00,0.9176598622945056,,,,0,0
2018-12-18 10:00:00,0.9298364756977263,,,,0,0
2018-12-18 10:30:00,0.929233207078663,,,,0,0
2018-12-18 11:00:00,0.925346383538818,,,,0,0
2018-12-18 11:30:00,0.9245922005263334,,,,0,0
2018-12-18 12:00:00,0.9262234762119244,0.9167971609424215,0.9374004762360394,0.9270988185892304,0,0
2018-12-18 12:30:00,0.9283335550374681,0.9167971609424215,0.9361083689810246,0.926452764961723,0,0
2018-12-18 13:00:00,0.9294669688066173,0.9167971609424215,0.9361083689810246,0.926452764961723,0,0
2018-12-18 13:30:00,0.9269305957151204,0.9167971609424215,0.9361083689810246,0.926452764961723,0,0
2018-12-18 14:00:00,0.9241083409762917,0.9167971609424215,0.9361083689810246,0.926452764961723,0,0
2018-12-18 14:30:00,0.9244498431346009,0.9167971609424215,0.9361083689810246,0.926452764961723,0,0
2018-12-18 15:00:00,0.9166470244582445,0.9167971609424215,0.9341235335438356,0.9254603472431285,1,0
2018-12-18 15:30:00,0.9175995743280615,0.9166470244582445,0.9298364756977263,0.9232417500779855,0,0
2018-12-18 16:00:00,0.920907633390043,0.9166470244582445,0.9298364756977263,0.9232417500779855,0,0
2018-12-18 16:30:00,0.9208749612017765,0.9166470244582445,0.9298364756977263,0.9232417500779855,0,0
2018-12-18 17:00:00,0.9208749612017765,0.9166470244582445,0.9298364756977263,0.9232417500779855,0,0
2018-12-19 10:00:00,0.926037166947881,0.9166470244582445,0.9298364756977263,0.9232417500779855,0,0
2018-12-19 10:30:00,0.9284475187417786,0.9166470244582445,0.9298364756977263,0.9232417500779855,0,0
2018-12-19 11:00:00,0.9296489995698163,0.9166470244582445,0.9298364756977263,0.9232417500779855,0,0
2018-12-19 11:30:00,0.9278586414437373,0.9166470244582445,0.9298364756977263,0.9232417500779855,0,0
2018-12-19 12:00:00,0.9299064875297259,0.9166470244582445,0.9298364756977263,0.9232417500779855,0,1
2018-12-19 12:30:00,0.9324887572666447,0.9166470244582445,0.9299064875297259,0.9232767559939852,0,1
2018-12-19 13:00:00,0.9307174579170546,0.9166470244582445,0.9324887572666447,0.9245678908624446,0,0
2018-12-19 13:30:00,0.9285540923082668,0.9166470244582445,0.9324887572666447,0.9245678908624446,0,0
2018-12-19 14:00:00,0.934484872387878,0.9166470244582445,0.9324887572666447,0.9245678908624446,0,1
2018-12-19 14:30:00,0.925627208776061,0.9166470244582445,0.934484872387878,0.9255659484230613,0,0
2018-12-19 15:00:00,0.9112654483052082,0.9166470244582445,0.934484872387878,0.9255659484230613,1,0
2018-12-19 15:30:00,0.9052992733549747,0.9112654483052082,0.934484872387878,0.922875160346543,1,0
2018-12-19 16:00:00,0.9071475857197644,0.9052992733549747,0.934484872387878,0.9198920728714264,0,0
2018-12-19 16:30:00,0.9071845364088753,0.9052992733549747,0.934484872387878,0.9198920728714264,0,0
2018-12-19 17:00:00,0.9071845364088753,0.9052992733549747,0.934484872387878,0.9198920728714264,0,0
2018-12-20 10:00:00,0.9021499077788592,0.9052992733549747,0.934484872387878,0.9198920728714264,1,0
2018-12-20 10:30:00,0.9012837058351751,0.9021499077788592,0.934484872387878,0.9183173900833685,1,0
2018-12-20 11:00:00,0.9020530580779264,0.9012837058351751,0.934484872387878,0.9178842891115266,0,0
2018-12-20 11:30:00,0.8977298274519506,0.9012837058351751,0.934484872387878,0.9178842891115266,1,0
2018-12-20 12:00:00,0.8925120011948686,0.8977298274519506,0.934484872387878,0.9161073499199144,1,0
2018-12-20 12:30:00,0.8971250030143983,0.8925120011948686,0.934484872387878,0.9134984367913733,0,0
2018-12-20 13:00:00,0.8935563443555294,0.8925120011948686,0.934484872387878,0.9134984367913733,0,0
2018-12-20 13:30:00,0.891466102215719,0.8925120011948686,0.934484872387878,0.9134984367913733,1,0
2018-12-20 14:00:00,0.8881654332915596,0.891466102215719,0.934484872387878,0.9129754873017986,1,0
2018-12-20 14:30:00,0.889500714509641,0.8881654332915596,0.934484872387878,0.9113251528397188,0,0
2018-12-20 15:00:00,0.891568786235985,0.8881654332915596,0.934484872387878,0.9113251528397188,0,0
2018-12-20 15:30:00,0.8906457969174569,0.8881654332915596,0.934484872387878,0.9113251528397188,0,0
2018-12-20 16:00:00,0.8891557117597318,0.8881654332915596,0.934484872387878,0.9113251528397188,0,0
2018-12-20 16:30:00,0.889134708210132,0.8881654332915596,0.934484872387878,0.9113251528397188,0,0
2018-12-20 17:30:00,0.889134708210132,0.8881654332915596,0.925627208776061,0.9068963210338103,0,0
2018-12-21 10:00:00,0.8936240224597958,0.8881654332915596,0.9112654483052082,0.8997154407983838,0,0
2018-12-21 10:30:00,0.9003719962006912,0.8881654332915596,0.9071845364088753,0.8976749848502175,0,0
2018-12-21 11:00:00,0.8954155474497414,0.8881654332915596,0.9071845364088753,0.8976749848502175,0,0
2018-12-21 11:30:00,0.8948974598929441,0.8881654332915596,0.9071845364088753,0.8976749848502175,0,0
2018-12-21 12:00:00,0.8890051863209327,0.8881654332915596,0.9071845364088753,0.8976749848502175,0,0
