Date,Close,ROI,Lower Bound,Upper Bound,Middle Bound,sellSignal,buySignal
2018-12-14 17:00:00,0.937400476236,,,,,0,0
2018-12-17 10:00:00,0.929877704888,-0.00802514137668,,,,0,0
2018-12-17 10:30:00,0.930511700922,0.000681805823375,,,,0,0
2018-12-17 11:00:00,0.932468920581,0.00210337995435,,,,0,0
2018-12-17 11:30:00,0.934356906317,0.00202471706519,,,,0,0
2018-12-17 12:00:00,0.936108368981,0.00187451139069,,,,0,0
2018-12-17 12:30:00,0.934123533544,-0.00212030519431,,,,0,0
2018-12-17 13:00:00,0.926917760213,-0.007713940472,,,,0,0
2018-12-17 13:30:00,0.926761789409,-0.000168268222064,,,,0,0
2018-12-17 14:00:00,0.922929419516,-0.00413522648056,,,,0,0
2018-12-17 14:30:00,0.92176255565,-0.00126430455242,,,,0,0
2018-12-17 15:00:00,0.920919690983,-0.000914405408621,,,,0,0
2018-12-17 15:30:00,0.916797160942,-0.00447653588176,,,,0,0
2018-12-17 16:00:00,0.917711204305,0.000996996283537,,,,0,0
2018-12-17 16:30:00,0.917659862295,-5.59457157024e-05,,,,0,0
2018-12-17 17:00:00,0.917659862295,0.0,,,,0,0
2018-12-18 10:00:00,0.929836475698,0.0132692012624,,,,0,0
2018-12-18 10:30:00,0.929233207079,-0.000648790012901,,,,0,0
2018-12-18 11:00:00,0.925346383539,-0.00418282892845,,,,0,0
2018-12-18 11:30:00,0.924592200526,-0.000815027784083,0.91357801344,0.939719504951,0.926648759196,0,0
2018-12-18 12:00:00,0.926223476212,0.00176431910702,0.914038737125,0.938141081264,0.926089909195,0,0
2018-12-18 12:30:00,0.928333555037,0.00227815303729,0.914044204591,0.937981198813,0.926012701702,0,0
2018-12-18 13:00:00,0.929466968807,0.00122091220661,0.914065753501,0.937855176692,0.925960465096,0,0
2018-12-18 13:30:00,0.926930595715,-0.00272884693767,0.914175224294,0.937191873412,0.925683548853,0,0
2018-12-18 14:00:00,0.924108340976,-0.00304473145225,0.914399815795,0.935942425377,0.925171120586,0,0
2018-12-18 14:30:00,0.924449843135,0.000369547750157,0.915126909634,0.934049478954,0.924588194294,0,0
2018-12-18 15:00:00,0.916647024458,-0.00844049975702,0.914745784776,0.932682952903,0.923714368839,0,0
2018-12-18 15:30:00,0.917599574328,0.00103916757967,0.914016293902,0.932480625189,0.923248459545,0,0
2018-12-18 16:00:00,0.92090763339,0.0036051227077,0.913821909353,0.932089594136,0.922955751744,0,0
2018-12-18 16:30:00,0.920874961202,-3.54782467664e-05,0.913671851621,0.932034206036,0.922853028829,0,0
2018-12-18 17:00:00,0.920874961202,0.0,0.913596748343,0.93202054987,0.922808649106,0,0
2018-12-19 10:00:00,0.926037166948,0.0056057618717,0.913789468232,0.932339577577,0.923064522904,0,0
2018-12-19 10:30:00,0.928447518742,0.00260286722815,0.914568009864,0.932726071725,0.923647040794,0,0
2018-12-19 11:00:00,0.92964899957,0.00129407511333,0.915238661702,0.933249199413,0.924243930558,0,0
2018-12-19 11:30:00,0.927858641444,-0.00192584311596,0.916173401559,0.933334337471,0.924753869515,0,0
