Date,Price,BuySignal,SellSignal,ExitSignal
2018-12-14 17:00:00,24100.51,,,
2018-12-17 10:00:00,23907.1,,,
2018-12-17 10:30:00,23923.4,,,
2018-12-17 11:00:00,23973.72,,,
2018-12-17 11:30:00,24022.26,,,
2018-12-17 12:00:00,24067.29,,,
2018-12-17 12:30:00,24016.26,,,
2018-12-17 13:00:00,23831.0,,,
2018-12-17 13:30:00,23826.99,,,
2018-12-17 14:00:00,23728.46,,,
2018-12-17 14:30:00,23698.46,,,
2018-12-17 15:00:00,23676.79,,,
2018-12-17 15:30:00,23570.8,,,
2018-12-17 16:00:00,23594.3,,,
2018-12-17 16:30:00,23592.98,,,
2018-12-17 17:00:00,23592.98,,,
2018-12-18 10:00:00,23906.04,,,
2018-12-18 10:30:00,23890.53,1,,
2018-12-18 11:00:00,23790.6,,,
2018-12-18 11:30:00,23771.21,,,
2018-12-18 12:00:00,23813.15,,,
2018-12-18 12:30:00,23867.4,,,
2018-12-18 13:00:00,23896.54,,,
2018-12-18 13:30:00,23831.33,,,
2018-12-18 14:00:00,23758.77,,,
2018-12-18 14:30:00,23767.55,,1,
2018-12-18 15:00:00,23566.94,,,
2018-12-18 15:30:00,23591.43,,,
2018-12-18 16:00:00,23676.48,,,
2018-12-18 16:30:00,23675.64,,,
2018-12-18 17:00:00,23675.64,,,
2018-12-19 10:00:00,23808.36,,,
2018-12-19 10:30:00,23870.33,1,,
2018-12-19 11:00:00,23901.22,,,
2018-12-19 11:30:00,23855.19,,,
2018-12-19 12:00:00,23907.84,,,
2018-12-19 12:30:00,23974.23,,,1
2018-12-19 13:00:00,23928.69,,,1
2018-12-19 13:30:00,23873.07,,,
2018-12-19 14:00:00,24025.55,,,
2018-12-19 14:30:00,23797.82,,,
2018-12-19 15:00:00,23428.58,,1,
2018-12-19 15:30:00,23275.19,,,
2018-12-19 16:00:00,23322.71,,,
2018-12-19 16:30:00,23323.66,,,
2018-12-19 17:00:00,23323.66,,,
2018-12-20 10:00:00,23194.22,,,
2018-12-20 10:30:00,23171.95,,,
2018-12-20 11:00:00,23191.73,,,
2018-12-20 11:30:00,23080.58,,,
2018-12-20 12:00:00,22946.43,,,
2018-12-20 12:30:00,23065.03,,,
2018-12-20 13:00:00,22973.28,,,
2018-12-20 13:30:00,22919.54,,,
2018-12-20 14:00:00,22834.68,,,
2018-12-20 14:30:00,22869.01,,,
2018-12-20 15:00:00,22922.18,,,
2018-12-20 15:30:00,22898.45,,,
2018-12-20 16:00:00,22860.14,,,
2018-12-20 16:30:00,22859.6,,,
2018-12-20 17:30:00,22859.6,,,
2018-12-21 10:00:00,22975.02,,,
2018-12-21 10:30:00,23148.51,1,,
2018-12-21 11:00:00,23021.08,,,
2018-12-21 11:30:00,23007.76,,,
2018-12-21 12:00:00,22856.27,,,
2018-12-21 12:30:00,22713.73,,,
2018-12-21 13:00:00,22707.28,,1,
2018-12-21 13:30:00,22733.09,,,
2018-12-21 14:00:00,22699.5,,,
2018-12-21 14:30:00,22650.99,,,
2018-12-21 15:00:00,22637.33,,,
2018-12-21 15:30:00,22452.85,,,
2018-12-21 16:00:00,22439.81,,,
2018-12-21 16:30:00,22445.37,,,
2018-12-21 17:30:00,22445.37,,,
2018-12-24 10:00:00,22119.2,,,
2018-12-24 10:30:00,22120.69,,,
2018-12-24 11:00:00,22208.2,,,
2018-12-24 11:30:00,22036.53,,,
2018-12-24 12:00:00,22003.89,,,
2018-12-24 12:30:00,21985.61,,,
2018-12-24 13:00:00,21809.3,,,
2018-12-24 13:30:00,21792.2,,,
2018-12-24 14:30:00,21792.2,,,
2018-12-24 15:00:00,21792.2,,,
2018-12-26 10:00:00,21869.88,,,
2018-12-26 10:30:00,21803.58,,,
2018-12-26 11:00:00,21729.73,,,
2018-12-26 11:30:00,21965.82,,,
2018-12-26 12:00:00,22129.61,,,
2018-12-26 12:30:00,22195.14,1,,
2018-12-26 13:00:00,22328.15,,,
2018-12-26 13:30:00,22228.72,,,
2018-12-26 14:00:00,22416.45,,,
2018-12-26 14:30:00,22330.32,,,1
2018-12-26 15:00:00,22442.5,,,1
2018-12-26 15:30:00,22556.37,,,1
2018-12-26 16:00:00,22876.48,,,1
2018-12-26 16:30:00,22878.45,,,1
2018-12-26 17:00:00,22878.45,,,1
2018-12-27 10:00:00,22516.2,,,
2018-12-27 10:30:00,22388.73,,,
2018-12-27 11:00:00,22474.51,,,
2018-12-27 11:30:00,22607.53,,1,
2018-12-27 12:00:00,22579.89,,,
2018-12-27 12:30:00,22448.64,,,
2018-12-27 13:00:00,22518.4,,,
2018-12-27 13:30:00,22437.11,,,
2018-12-27 14:00:00,22355.51,,,
2018-12-27 14:30:00,22322.16,,,
2018-12-27 15:00:00,22541.19,,,
2018-12-27 15:30:00,22804.46,1,,
2018-12-27 16:00:00,23134.02,,,
2018-12-27 16:30:00,23138.82,,,1
2018-12-27 17:30:00,23138.82,,,1
2018-12-28 10:00:00,23236.02,,,1
2018-12-28 10:30:00,23100.14,,,1
2018-12-28 11:00:00,23073.53,,,
2018-12-28 11:30:00,23129.18,,,
2018-12-28 12:00:00,23200.17,,,
2018-12-28 12:30:00,23185.11,,,
2018-12-28 13:00:00,23130.51,,1,
2018-12-28 13:30:00,23075.97,,,
2018-12-28 14:00:00,23149.16,,,
2018-12-28 14:30:00,23230.08,,,
2018-12-28 15:00:00,23363.04,,,
2018-12-28 15:30:00,23072.35,,,
2018-12-28 16:00:00,23052.54,,,
