Date,Close,EMA 5,EMA 10,EMA 15,state,closePriceEMA5,closePriceEMA10,closePriceEMA15,sellSignal1EMA,sellSignal2EMA,buySignal1EMA,buySignal2EMA,exit_Signal_EMA
2018-12-14 17:00:00,0.937400476236,0.937400476236,0.937400476236,0.937400476236,NA,1.0,1.0,1.0,NA,NA,0,0,0
2018-12-17 10:00:00,0.929877704888,0.934892885787,0.936032699627,0.936460129817,NA,0.994635555607,0.993424380642,0.992970950156,NA,NA,0,0,0
2018-12-17 10:30:00,0.930511700922,0.933432490832,0.935028881681,0.935716576206,NA,0.996870914674,0.995168939861,0.994437551481,NA,NA,0,0,0
2018-12-17 11:00:00,0.932468920581,0.933111300748,0.934563434208,0.935310619252,NA,0.999311571764,0.997758832038,0.996961759427,NA,NA,0,0,0
2018-12-17 11:30:00,0.934356906317,0.933526502604,0.934525883682,0.935191405136,NA,1.00088953416,0.999819183858,0.999107670565,NA,NA,0,0,0
2018-12-17 12:00:00,0.936108368981,0.93438712473,0.934813608282,0.935306025616,NA,1.00184211041,1.00138504691,1.00085784047,NA,NA,0,0,0
2018-12-17 12:30:00,0.934123533544,0.934299261001,0.934688140148,0.935158214107,NA,0.999811915234,0.999395941192,0.998893576993,NA,NA,0,0,0
2018-12-17 13:00:00,0.926917760213,0.931838760738,0.933275343796,0.93412815737,NA,0.994719042893,0.993187880055,0.992281147827,NA,NA,0,0,0
2018-12-17 13:30:00,0.926761789409,0.930146436962,0.93209106118,0.933207361375,NA,0.996361166997,0.994282455875,0.993093097812,NA,NA,0,0,0
2018-12-17 14:00:00,0.922929419516,0.92774076448,0.93042530815,0.931922618643,NA,0.994813912304,0.991943589057,0.990349843489,0,NA,0,0,0
2018-12-17 14:30:00,0.92176255565,0.925748028203,0.928850262241,0.930652610769,NA,0.995694862498,0.992369376551,0.990447504239,0,NA,0,0,0
2018-12-17 15:00:00,0.920919690983,0.924138582463,0.927408340194,0.929435995796,NA,0.996516873615,0.993003460364,0.990837126117,0,NA,0,0,0
2018-12-17 15:30:00,0.916797160942,0.921691441956,0.925479034876,0.927856141439,NA,0.994689892093,0.990619048508,0.988081147494,0,NA,0,0,0
2018-12-17 16:00:00,0.917711204305,0.920364696072,0.924066702045,0.926588024297,NA,0.997116912699,0.993122252186,0.990419884825,0,NA,0,0,0
2018-12-17 16:30:00,0.917659862295,0.919463084813,0.92290182209,0.925472004047,NA,0.998038830978,0.994320132792,0.991558748705,0,0,0,0,0
2018-12-17 17:00:00,0.917659862295,0.91886201064,0.921948738491,0.924495486328,NA,0.998691698719,0.995348031819,0.9926061034,0,0,0,0,0
2018-12-18 10:00:00,0.929836475698,0.922520165659,0.923382872529,0.925163109999,NA,1.00793078603,1.00698908693,1.0050513965,0,0,0,0,0
2018-12-18 10:30:00,0.929233207079,0.924757846132,0.924446569719,0.925671872134,long,1.00483949497,1.00517784101,1.00384729735,0,0,1,0,0
2018-12-18 11:00:00,0.925346383539,0.924954025268,0.924610172232,0.92563118606,long,1.00042419219,1.00079623968,0.999692315336,0,0,0,0,0
2018-12-18 11:30:00,0.924592200526,0.924833417021,0.924606904649,0.925501312868,long,0.99973917844,0.999984096893,0.99901770821,0,0,0,0,0
2018-12-18 12:00:00,0.926223476212,0.925296770084,0.924900826752,0.925591583286,long,1.00100152314,1.00143004463,1.00068269087,0,0,0,0,0
2018-12-18 12:30:00,0.928333555037,0.926309031735,0.925524959167,0.925934329755,long,1.00218558087,1.00303459765,1.00259113979,0,0,0,0,0
2018-12-18 13:00:00,0.929466968807,0.927361677426,0.926241688193,0.926375909636,long,1.0022701945,1.00348211558,1.00333672232,0,0,0,0,0
2018-12-18 13:30:00,0.926930595715,0.927217983522,0.926366944106,0.926445245396,long,0.999690053674,1.00060845393,1.00052388452,0,0,0,0,0
2018-12-18 14:00:00,0.924108340976,0.926181436007,0.925956288991,0.926153132344,long,0.997761675035,0.998004281588,0.997792167088,0,0,0,0,0
2018-12-18 14:30:00,0.924449843135,0.925604238383,0.925682389745,0.925940221193,exit,0.998752819833,0.998668499451,0.998390416548,1,0,0,0,0
2018-12-18 15:00:00,0.916647024458,0.922618500408,0.924039596056,0.924778571601,exit,0.993527686745,0.991999724222,0.991207033346,0,0,0,0,0
2018-12-18 15:30:00,0.917599574328,0.920945525048,0.922868683015,0.923881196942,exit,0.996366831013,0.9942905109,0.993200832927,0,0,0,0,0
2018-12-18 16:00:00,0.92090763339,0.920932894495,0.922512128537,0.923509501498,exit,0.999972570091,0.998260732734,0.997182629845,0,1,0,0,0
2018-12-18 16:30:00,0.920874961202,0.920913583397,0.922214461749,0.923180183961,exit,0.999958060999,0.998547517304,0.997502954679,0,0,0,0,0
2018-12-18 17:00:00,0.920874961202,0.920900709332,0.921970916195,0.922892031116,exit,0.999972040275,0.998811291144,0.997814403152,0,0,0,0,0
2018-12-19 10:00:00,0.926037166948,0.922612861871,0.922710234514,0.923285173095,exit,1.00371152974,1.00360560912,1.00298065423,0,0,0,0,0
2018-12-19 10:30:00,0.928447518742,0.924557747494,0.923753377101,0.923930466301,long,1.0042071696,1.00508159619,1.0048889528,0,0,1,0,0
2018-12-19 11:00:00,0.92964899957,0.92625483152,0.924825308459,0.924645282959,long,1.00366439983,1.00521578623,1.00541149855,0,0,0,1,0
2018-12-19 11:30:00,0.927858641444,0.926789434828,0.925376823547,0.92504695277,long,1.00115366725,1.00268195381,1.00303950915,0,0,0,0,0
2018-12-19 12:00:00,0.92990648753,0.927828452395,0.926200398817,0.925654394615,long,1.00223967602,1.00400138968,1.00459360744,0,0,0,0,0
2018-12-19 12:30:00,0.932488757267,0.929381887352,0.927343736717,0.926508689946,long,1.00334294218,1.0055481267,1.0064544104,0,0,0,0,1
2018-12-19 13:00:00,0.930717457917,0.92982707754,0.927957140571,0.927034785943,long,1.0009575763,1.00297461728,1.00397252836,0,0,0,0,1
2018-12-19 13:30:00,0.928554092308,0.92940274913,0.928065677251,0.927224699238,long,0.999086879373,1.00052627208,1.00143373345,0,0,0,0,0
2018-12-19 14:00:00,0.934484872388,0.931096790216,0.929232803639,0.928132220882,long,1.0036388077,1.00565204837,1.00684455443,0,0,0,0,0
2018-12-19 14:30:00,0.925627208776,0.929273596403,0.928577240937,0.927819094369,long,0.996076088204,0.996823062174,0.997637593787,0,0,0,0,0
2018-12-19 15:00:00,0.911265448305,0.92327088037,0.925429642277,0.925749888611,exit,0.986996847491,0.984694466954,0.984353829815,1,0,0,0,0
2018-12-19 15:30:00,0.905299273355,0.917280344698,0.9217695752,0.923193561704,exit,0.986938484605,0.982131866479,0.980616970166,0,0,0,0,0
2018-12-19 16:00:00,0.90714758572,0.913902758372,0.919111031658,0.921187814706,exit,0.992608433895,0.986983677133,0.984758559805,0,1,0,0,0
2018-12-19 16:30:00,0.907184536409,0.911663351051,0.916942577976,0.919437404919,exit,0.99508720556,0.989358066904,0.986673515299,0,0,0,0,0
2018-12-19 17:00:00,0.907184536409,0.910170412837,0.9151683886,0.917905796355,exit,0.996719431454,0.991276083952,0.988319869001,0,0,0,0,0
2018-12-20 10:00:00,0.902149907779,0.907496911151,0.912801392087,0.915936310283,exit,0.99410796521,0.988330994671,0.984948295696,0,0,0,0,0
2018-12-20 10:30:00,0.901283705835,0.905425842712,0.910707267314,0.914104734727,exit,0.995425205818,0.989652480202,0.985974223298,0,0,0,0,0
2018-12-20 11:00:00,0.902053058078,0.904301581168,0.909133774726,0.912598275146,exit,0.997513525204,0.992211578928,0.98844484221,0,0,0,0,0
2018-12-20 11:30:00,0.897729827452,0.902110996596,0.907060329767,0.910739719184,exit,0.995143425631,0.989713471079,0.985715027622,0,0,0,0,0
2018-12-20 12:00:00,0.892512001195,0.898911331462,0.904415179118,0.908461254435,exit,0.992881021695,0.986838812309,0.982443661562,0,0,0,0,0
2018-12-20 12:30:00,0.897125003014,0.898315888646,0.903089692553,0.907044223008,exit,0.998674313071,0.993395241261,0.989064237728,0,0,0,0,0
2018-12-20 13:00:00,0.893556344356,0.896729373883,0.901356356517,0.905358238176,exit,0.996461552817,0.991346361397,0.986964393405,0,0,0,0,0
2018-12-20 13:30:00,0.891466102216,0.894974949994,0.899558128463,0.903621721181,exit,0.996079389956,0.991004443192,0.986547889808,0,0,0,0,0
2018-12-20 14:00:00,0.888165433292,0.892705111093,0.897486729341,0.901689685195,exit,0.994914694959,0.98961400125,0.985001212584,0,0,0,0,0
2018-12-20 14:30:00,0.88950071451,0.891636978899,0.896034726644,0.900166063859,exit,0.9976041097,0.992707858367,0.988151798009,0,0,0,0,0
2018-12-20 15:00:00,0.891568786236,0.891614248011,0.895222737479,0.899091404156,exit,0.999949011834,0.995918388698,0.991633088821,0,0,0,0,0
2018-12-20 15:30:00,0.890645796917,0.89129143098,0.894390566468,0.898035703252,exit,0.999275619579,0.995813048918,0.991771032814,0,0,0,0,0
2018-12-20 16:00:00,0.88915571176,0.890579524573,0.893438774703,0.896925704315,exit,0.998401251349,0.995206092388,0.99133708342,0,0,0,0,0
2018-12-20 16:30:00,0.88913470821,0.890097919119,0.892656217159,0.895951829802,exit,0.998917859611,0.996055022213,0.992391196306,0,0,0,0,0
2018-12-20 17:30:00,0.88913470821,0.889776848816,0.892015942804,0.895099689603,exit,0.999278312752,0.996769974105,0.993335958595,0,0,0,0,0
2018-12-21 10:00:00,0.89362402246,0.891059240031,0.892308320923,0.89491523121,exit,1.00287835232,1.00147449206,0.998557172003,0,0,0,0,0
2018-12-21 10:30:00,0.900371996201,0.894163492087,0.893774443701,0.895597326834,long,1.00694336569,1.00738167504,1.005331268,0,0,1,0,0
2018-12-21 11:00:00,0.89541554745,0.894580843875,0.894072826201,0.895574604411,long,1.00093306668,1.001501803,0.999822396749,0,0,0,0,0
2018-12-21 11:30:00,0.894897459893,0.894686382547,0.894222759599,0.895489961346,long,1.00023592328,1.00075451031,0.999338349419,0,0,0,0,0
2018-12-21 12:00:00,0.889005186321,0.892792650472,0.893274109912,0.894679364468,long,0.995757733726,0.995221037368,0.993657864066,0,0,0,0,0
2018-12-21 12:30:00,0.883461027136,0.88968210936,0.891489913044,0.893277072301,long,0.993007522396,0.990993856699,0.989011197679,0,0,0,0,0
2018-12-21 13:00:00,0.883210151404,0.887524790041,0.889984501837,0.892018707189,exit,0.99513857113,0.992388237752,0.990125144558,1,0,0,0,0
2018-12-21 13:30:00,0.884214043284,0.886421207789,0.888935327555,0.891043124201,exit,0.997510027417,0.99468883267,0.992335858129,0,0,0,0,0
2018-12-21 14:00:00,0.882907544708,0.885249986762,0.887839367037,0.890026176765,exit,0.997353920261,0.994445141191,0.99200177226,0,1,0,0,0
2018-12-21 14:30:00,0.881020725836,0.88384023312,0.886599614091,0.888900495399,exit,0.996809935576,0.993707544909,0.99113537499,0,0,0,0,0
2018-12-21 15:00:00,0.880489413822,0.882723293354,0.885488668588,0.887849110201,exit,0.997469332067,0.994354241965,0.991710645092,0,0,0,0,0
