Date,Close,Lower Bound,Upper Bound,Middle Bound,sellSignal,buySignal
2019-03-14 16:30:00,1.0667799146159147,,,,0,0
2019-03-14 16:00:00,1.0669031485225833,,,,0,0
2019-03-14 15:30:00,1.066933438338027,,,,0,0
2019-03-14 15:00:00,1.0663180986626426,,,,0,0
2019-03-14 14:30:00,1.0664533655096926,,,,0,0
2019-03-14 14:00:00,1.0660898877243679,,,,0,0
2019-03-14 13:30:00,1.066930948764155,,,,0,0
2019-03-14 13:00:00,1.0669823999575114,,,,0,0
2019-03-14 12:30:00,1.0672716054556524,,,,0,0
2019-03-14 12:00:00,1.067671596991101,,,,0,0
2019-03-14 11:30:00,1.0664023292453149,,,,0,0
2019-03-14 11:00:00,1.0661056550255577,,,,0,0
2019-03-14 10:30:00,1.064689502421318,,,,0,0
2019-03-14 10:00:00,1.0662865640602626,,,,0,0
2019-03-13 17:00:00,1.0664873896859444,,,,0,0
2019-03-13 16:30:00,1.0664873896859444,,,,0,0
2019-03-13 16:00:00,1.0665156048564948,,,,0,0
2019-03-13 15:30:00,1.0649359702346548,,,,0,0
2019-03-13 15:00:00,1.0643791355452645,,,,0,0
2019-03-13 14:30:00,1.0670139345598912,,,,0,0
2019-03-13 14:00:00,1.0678475268780618,1.0643791355452645,1.067671596991101,1.0660253662681827,0,1
2019-03-13 13:30:00,1.0678612195343584,1.0643791355452645,1.0678475268780618,1.066113331211663,0,1
2019-03-13 13:00:00,1.0675413092917951,1.0643791355452645,1.0678612195343584,1.0661201775398115,0,0
2019-03-13 12:30:00,1.0667201648429847,1.0643791355452645,1.0678612195343584,1.0661201775398115,0,0
2019-03-13 12:00:00,1.0674292784675512,1.0643791355452645,1.0678612195343584,1.0661201775398115,0,0
2019-03-13 11:30:00,1.0685267656161634,1.0643791355452645,1.0678612195343584,1.0661201775398115,0,1
2019-03-13 11:00:00,1.0659118831925134,1.0643791355452645,1.0685267656161634,1.066452950580714,0,0
2019-03-13 10:30:00,1.064999869297372,1.0643791355452645,1.0685267656161634,1.066452950580714,0,0
2019-03-13 10:00:00,1.065771637197719,1.0643791355452645,1.0685267656161634,1.066452950580714,0,0
2019-03-12 19:00:00,1.0603368974349505,1.0643791355452645,1.0685267656161634,1.066452950580714,1,0
2019-03-12 16:30:00,1.0603368974349505,1.0603368974349505,1.0685267656161634,1.064431831525557,0,0
2019-03-12 16:00:00,1.0605273498361654,1.0603368974349505,1.0685267656161634,1.064431831525557,0,0
