Date,Close,ROI,SMA 5,SMA 10,SMA 15,buySignal1,sellSignal1,sellSignal2,closePriceSMA5,closePriceSMA10,closePriceSMA15
2019-03-14 16:30:00,1.1042214430728134,,,,,NA,NA,NA,NA,NA,NA
2019-03-14 16:00:00,1.1042880068068652,6.028114602307788e-05,,,,NA,NA,NA,NA,NA,NA
2019-03-14 15:30:00,1.1047597410960153,0.0004271841097995832,,,,NA,NA,NA,NA,NA,NA
2019-03-14 15:00:00,1.1047062007012345,-4.846338329422828e-05,,,,NA,NA,NA,NA,NA,NA
2019-03-14 14:30:00,1.1052517339129202,0.0004938265136371633,1.1046454251179696,,,NA,NA,NA,1.0005488718652737,NA,NA
2019-03-14 14:00:00,1.1047279062666862,-0.00047394419765312,1.104746717756744,,,NA,NA,NA,0.9999829721240575,NA,NA
2019-03-14 13:30:00,1.1061923084158265,0.0013255772220772677,1.1051275780785363,,,NA,NA,NA,1.0009634456314458,NA,NA
2019-03-14 13:00:00,1.1062574251121815,5.886562025381181e-05,1.1054271148817696,,,NA,NA,NA,1.0007511216426972,NA,NA
2019-03-14 12:30:00,1.1062849188284205,2.4852910014416807e-05,1.1057428585072069,,,NA,NA,NA,1.0004902227647623,NA,NA
2019-03-14 12:00:00,1.1066423371395249,0.00032307980071077935,1.1060209791525277,1.1053332021352487,,0,0,NA,1.000561795841769,1.001184380421892,NA
2019-03-14 11:30:00,1.1050274430699194,-0.0014592737105826314,1.1060808865131744,1.1054138021349593,,0,0,NA,0.9990475891446096,0.9996504846743421,NA
2019-03-14 11:00:00,1.105010078617558,-1.5714046262105263e-05,1.1058444405535206,1.1054860093160288,,0,0,NA,0.9992454979151092,0.9995694828388058,NA
2019-03-14 10:30:00,1.1053530265516947,0.00031035729064621265,1.1056635608414234,1.105545337861597,,0,0,NA,0.9997191421507168,0.9998260484637616,NA
2019-03-14 10:00:00,1.107014225827597,0.0015028676232828886,1.1058094222412584,1.1057761403742332,,0,0,NA,1.0010895219032379,1.0011196528918997,NA
2019-03-13 20:30:00,1.1060302401937872,-0.0008888644886873021,1.1056870028521109,1.10585399100232,1.1054511357075365,0,1,0,1.0003104290280982,1.0001593783563665,1.0005238625820219
2019-03-13 20:00:00,1.1060302401937872,0.0,1.1058875622768845,1.10598422439503,1.1055717221822683,0,0,0,1.0001290166575425,1.0000416061981194,1.0004147338452305
2019-03-13 19:30:00,1.1060302401937872,0.0,1.1060915945921304,1.1059680175728261,1.1056878710747295,1,0,0,0.9999445304542199,1.0000562607778636,1.000309643551326
2019-03-13 19:00:00,1.1060302401937872,0.0,1.106227037320549,1.1059452990809866,1.105772571014581,0,0,0,0.999822100599495,1.0000768040814234,1.0002330218581654
2019-03-13 18:30:00,1.1060302401937872,0.0,1.106030240193787,1.1059198312175234,1.1058608403140844,0,0,0,1.0000000000000002,1.0000998345206833,1.0001531837221531
2019-03-13 18:00:00,1.1060302401937872,0.0,1.106030240193787,1.1058586215229496,1.1059127407328089,0,0,1,1.0000000000000002,1.000155190426242,1.0001062465931085
2019-03-13 17:30:00,1.1060302401937872,0.0,1.106030240193787,1.1059589012353364,1.1059995629946155,0,0,0,1.0000000000000002,1.0000645041677148,1.000027737080735
2019-03-13 17:00:00,1.1060302401937872,0.0,1.106030240193787,1.1060609173929592,1.1059887584464794,0,1,0,1.0000000000000002,0.9999722644578706,1.0000375064818616
2019-03-13 16:30:00,1.1060302401937872,0.0,1.106030240193787,1.1061286387571685,1.105973612785253,0,0,0,1.0000000000000002,0.999911042386994,1.0000512014101235
2019-03-13 16:00:00,1.1059882761005806,-3.794118070332697e-05,1.1060218473751458,1.106026043784467,1.1059538366033972,0,0,0,0.9999696468251104,0.9999658528078081,1.0000311400856379
2019-03-13 15:30:00,1.1072717985376237,0.0011605208344236395,1.106270159043913,1.1061501996188505,1.1059958006966037,1,0,0,1.000905420331121,1.0010139662038298,1.0011537094808283
2019-03-13 15:00:00,1.1081226567033298,0.0007684275593669021,1.1066886423458215,1.1063594412698048,1.1062021482721645,0,0,0,1.0012957703753682,1.001593709392945,1.001736127916733
2019-03-13 14:30:00,1.109960394578239,0.001658424601096442,1.1074746732227119,1.10675245670825,1.1065321693362098,0,0,0,1.002244494989934,1.0028985143430629,1.0030981704256152
2019-03-13 14:00:00,1.1095624592116249,-0.00035851312223200704,1.1081811170262794,1.107105678610034,1.1068127981802052,0,0,0,1.001246494967404,1.0022191021589515,1.0024843054181707
2019-03-13 13:30:00,1.1087738236668803,-0.0007107626417939272,1.1087382265395394,1.1073800369573432,1.106930104702824,0,0,0,1.000032105980013,1.001258634491341,1.001665614618505
2019-03-13 13:00:00,1.108290513076156,-0.00043589646545394434,1.108941969447246,1.10760606424558,1.1070807895616488,0,0,0,0.9994125424151683,1.0006179533072908,1.0010927147557012
2019-03-13 12:30:00,1.1079793999713488,-0.0002807143985593674,1.1089133181008497,1.1078009802233362,1.1072107335468193,0,0,0,0.9991578078157629,1.0001610575827227,1.0006942367891134
2019-03-13 12:00:00,1.1085625561631505,0.0005263240379891343,1.108633750417832,1.1080542118202725,1.1073795546114436,0,0,0,0.9999357819887273,1.0004587720866498,1.0010682891396907
2019-03-13 11:30:00,1.1094220965550374,0.0007753648065309537,1.1086056778865145,1.1083933974563975,1.10760567836886,0,0,0,1.0007364373868979,1.0009280992660192,1.001639950229266
2019-03-13 11:00:00,1.106883992434887,-0.002287771379380077,1.1082277116401158,1.1084829690898284,1.1076625951849333,0,1,0,0.9987875062217673,0.9985575090465718,0.9992970758844517
2019-03-13 10:30:00,1.1042040786204521,-0.002421133409418741,1.1074104247489749,1.108176197098111,1.1075408510800444,0,0,0,0.9971046451641905,0.9964156255223129,0.9969872240321083
2019-03-13 10:00:00,1.1047756585106798,0.0005176397201338556,1.106769676456841,1.1078414972788462,1.1074572123011706,0,0,0,0.9981983442548364,0.9972326016170211,0.9975786389210299
2019-03-12 20:30:00,1.0984506567380585,-0.0057251458464860905,1.1047472965718228,1.106690523494828,1.1069519067374551,0,0,1,0.9943003799572051,0.9925544977734617,0.9923201270555172
2019-03-12 20:00:00,1.0984506567380585,0.0,1.102553008608427,1.1055793432474714,1.10644660117374,0,0,0,0.9962792248188174,0.9935520805874742,0.9927733119454666
2019-03-12 19:30:00,1.0984506567380585,0.0,1.1008663414690614,1.1045470265545894,1.1059440932162383,0,0,0,0.9978056512039607,0.9944806606962248,0.9932243984807696
2019-03-12 19:00:00,1.0984506567380585,0.0,1.0997156570925823,1.1035630409207797,1.1053560170962673,0,0,0,0.9988497023331756,0.9953673836535377,0.9937528178691704
2019-03-12 18:30:00,1.0984506567380585,0.0,1.098450656738058,1.1026101665974508,1.1047112170985827,0,0,0,1.0000000000000004,0.9962275788983262,0.9943328534519936
2019-03-12 18:00:00,1.0984506567380585,0.0,1.098450656738058,1.1015989766549417,1.1039439012425707,0,0,0,1.0000000000000004,0.9971420453508016,0.995023982198435
2019-03-12 17:30:00,1.0984506567380585,0.0,1.098450656738058,1.1005018326732439,1.1032031144109997,0,0,0,1.0000000000000004,0.9981361449165398,0.9956921281214126
2019-03-12 17:00:00,1.0984506567380585,0.0,1.098450656738058,1.0996584991035612,1.1025149032824118,0,0,0,1.0000000000000004,0.9989016204880995,0.9963136584074709
2019-03-12 16:30:00,1.0984506567380585,0.0,1.098450656738058,1.0990831569153219,1.101858912859872,0,0,0,1.0000000000000004,0.9994245201800394,0.9969068125854995
2019-03-12 16:00:00,1.0983754107778263,-6.850190290352831e-05,1.0984356075460118,1.0984431321420367,1.1012186469136371,0,0,0,0.9999451977268654,0.9999383478650566,0.9974181002621236
2019-03-12 15:30:00,1.0980512743337478,-0.00029510533547805196,1.0983557310651497,1.0984031939016057,1.100517894791677,0,0,0,0.9997228068076754,0.9996796080257124,0.9977586730124038
2019-03-12 15:00:00,1.1002522186705486,0.00200440943719693,1.0987160434516476,1.0985833500948545,1.0999065695993777,1,0,0,1.0013981548991266,1.0015191096565863,1.000314253119969
2019-03-12 14:30:00,1.0996632743279595,-0.0005352812133391227,1.098958566969628,1.0987046118538444,1.0994251883922492,0,0,0,1.0006412501613002,1.0008725388641972,1.0002165549218118
2019-03-12 14:00:00,1.1009583730665766,0.0011777230074438982,1.0994601102353316,1.0989553834866963,1.0992088080219908,0,0,0,1.0013627259573104,1.0018226304816173,1.00159165850184
2019-03-12 13:30:00,1.1000872563731159,-0.0007912349047624057,1.0998024793543895,1.099119043450202,1.0988962478794866,0,0,0,1.0002589346942494,1.000880899051548,1.001083822513661
2019-03-12 13:00:00,1.1003650876108975,0.00025255381895572526,1.1002652420098193,1.0993104865374859,1.0990238766043423,0,0,0,1.0000907468465474,1.0009593295855235,1.0012203656673038
