Close,ROI,Lower Bound,Upper Bound,Middle Bound,sellSignal,buySignal
1.0,,,,,0,0
0.9988808276068682,-0.001119172393131751,,,,0,0
1.0039604242221958,0.005085287929188942,,,,0,0
1.0151528615474403,0.011148285385766732,,,,0,0
1.0244510685646737,0.009159415659883763,,,,0,0
1.0254843126592634,0.0010085831586250649,,,,0,0
1.030994433592286,0.005373188906940829,,,,0,0
1.0266896808736599,-0.004175340407636452,,,,0,0
1.0248816642217615,-0.0017610157047257546,,,,0,0
1.0331467698231906,0.008064448696821103,,,,0,0
1.0330607077632874,-8.330090401187373e-05,,,,0,0
1.0312527535333575,-0.0017500948553588191,,,,0,0
1.0331467698231906,0.0018366169528698517,,,,0,0
1.0338355516599886,0.0006666834344513095,,,,0,0
1.0328885123040878,-0.0009160444853923977,,,,0,0
1.049332804125828,0.015920684203426294,,,,0,0
1.0498493905034265,0.0004922998457375094,,,,0,0
1.04993545256333,8.197562496303767e-05,,,,0,0
1.0471803965555306,-0.002624024173174755,,,,0,0
1.044769793888099,-0.0023019936921667705,0.9983850147409742,1.0605044028421722,1.0294447087915732,0,0
1.1084804016464882,0.06098052234195128,0.9904458878639618,1.0792915698838332,1.0348687288738976,1,0
1.106586394274079,-0.0017086521057079196,0.9886648062679074,1.0918432081466087,1.0402540072072581,1,0
1.111321662392976,0.004279167124590755,0.9879497962392684,1.1032943419923256,1.045622069115797,1,0
1.1217391844821267,0.009373993544514292,0.9859067156576344,1.115996054867428,1.0509513852625312,1,0
1.132415026512349,0.00951722305675795,0.9831554070774537,1.1295437592423763,1.056349583159915,1,0
1.1368058412908781,0.0038773900696569275,0.9819834374854246,1.141847881697567,1.0619156595914958,1,0
1.1450204653545277,0.007226057225675042,0.9809856184267647,1.154248303932451,1.0676169611796078,1,0
1.14242644910839,-0.00226547587979975,0.9829076611638528,1.163899938018836,1.0734037995913444,1,0
1.1525431864829472,0.008855482453555608,0.9857609673965344,1.1738127840122727,1.0797868757044036,1,0
1.1675023437442802,0.012979259637967866,0.9874456372737928,1.1855636715271236,1.0865046544004582,0,0
1.171739127856484,0.0036289298560343575,0.9907819203024006,1.1960952305078352,1.093438575405118,0,0
1.170355990792831,-0.0011804138231547023,0.9966338182318574,1.204153656304326,1.1003937372680916,0,0
1.1735552415294568,0.002733570607400093,1.0038118870302237,1.2110164346765862,1.107414160853405,0,0
1.182029086194011,0.007220661085804991,1.0121856820707775,1.2174619930894346,1.114823837580106,0,0
1.1855743597376445,0.0029993115948176996,1.0228104373465507,1.2221058225570172,1.122458129951784,0,0
1.1805591290894069,-0.0042302118016008805,1.0324103118897365,1.225628580510189,1.1290194461999628,0,0
1.1816831971483648,0.0009521488854395965,1.043879424436496,1.2273428486279234,1.1356111365322097,0,0
1.1840178679496602,0.001975716339988054,1.057619091494758,1.2270114231082945,1.1423152573015263,0,0
1.1845368352794912,0.000438310386928098,1.07539458670872,1.2229715717667284,1.1491830792377242,0,0
1.2087478824573283,0.020439252251809092,1.097269958965569,1.2174940083668022,1.1573819836661856,0,0
1.2015710503745554,-0.005937410263075593,1.103471340284922,1.2206016919202558,1.162036516102589,0,0
1.2086614815353096,0.005900967036900573,1.11118891121972,1.2230916297115808,1.1671402704656504,0,0
1.20485685362941,-0.003147802725595894,1.1200289671977446,1.2236050928571998,1.1718170300274722,0,0
1.2064133454173942,0.0012918478932129052,1.1277748965776728,1.2243265795707983,1.1760507380742355,0,0
1.2019169394202016,-0.0037270857573586946,1.1345846923371223,1.224466975102134,1.1795258337196282,0,0
1.1991498448898792,-0.002302234405363479,1.1417082469466662,1.2235778208524901,1.1826430338995781,0,0
1.2031275510799637,0.0033171052033533766,1.1477269077163639,1.223369868655336,1.18554838818585,0,0
1.2036462419696476,0.0004311187863816901,1.155921561466194,1.2212971941916313,1.1886093778289126,0,0
1.2018305384981829,-0.0015085025883465608,1.1626857934411854,1.2194616974181631,1.1910737454296743,0,0
1.2145414347976633,0.010576280009795713,1.1654693513069707,1.221382048657716,1.1934256999823434,0,0
1.216530082791951,0.0016373652946792827,1.1678478301989679,1.2234826652592656,1.1956652477291168,0,0
1.2104774525294972,-0.004975323132628939,1.1718217651829634,1.2235208764489365,1.19767132081595,0,0
1.223188482590339,0.0105008400067923,1.1745227577659063,1.2257832079720818,1.200152982868994,0,0
1.2091804488651405,-0.011452064767266013,1.1770738453440233,1.2259472566610778,1.2015105510025506,0,0
1.2228424597833314,0.011298570805551078,1.1783766199467827,1.228371292062887,1.2033739560048349,0,0
1.2185188645476006,-0.0035356927633154456,1.1818539011531153,1.2286899844023742,1.2052719427777447,0,0
1.2160979265856475,-0.0019867874288937992,1.1859339817129841,1.228051376786233,1.2069926792496086,0,0
1.2181732519421014,0.0017065446055652966,1.1900891317849809,1.2273117651134806,1.2087004484492307,0,0
1.2434219573394532,0.02072669495664803,1.1906502673888342,1.2326391417156237,1.211644704552229,1,0
