Date,Close,Net,PerctChg,Open,Low,High,Volume,O-C,H-L,PercentCVol,ROI,SMA 5,SMA 10,SMA 15,closePriceSMA5,closePriceSMA10,closePriceSMA15,EMA 5,EMA 10,EMA 15,buySignal1EMA,buySignal2EMA,closePriceEMA5,closePriceEMA10,closePriceEMA15
2019-03-14 16:30:00,1.10422144307,-0.463,-0.0001,7630.58,7630.58,7630.91,145588149.0,0.334,0.334,0.6705,,,,,NA,NA,NA,1.10422144307,1.10422144307,1.10422144307,0,0,1.0,1.0,1.0
2019-03-14 16:00:00,1.10428800681,-3.256,-0.0004,7634.65,7629.21,7642.68,87151470.0,-3.278,13.474,2.3748,6.02811460231e-05,,,,NA,NA,NA,1.10424363098,1.10423354557,1.10422976354,1,1,1.00004018662,1.0000493204,1.00005274561
2019-03-14 15:30:00,1.1047597411,0.366,0.0,7634.29,7631.76,7638.42,25824475.0,0.343,6.657,0.1618,0.0004271841098,,,,NA,NA,NA,1.10441566769,1.10432921748,1.10429601073,0,0,1.0003115434,1.00038985078,1.00041993302
2019-03-14 15:00:00,1.1047062007,-3.77,-0.0005,7638.01,7629.66,7638.02,22227625.0,-3.742,8.357,0.0907,-4.84633832942e-05,,,,NA,NA,NA,1.10451251203,1.10439775989,1.10434728448,0,0,1.00017536123,1.00027928417,1.00032500304
2019-03-14 14:30:00,1.10525173391,3.626,0.0005,7634.39,7632.4,7639.46,20378872.0,3.648,7.065,0.0302,0.000493826513637,1.10464542512,,,1.0005488718652737,NA,NA,1.10475891932,1.10455302789,1.10446034066,0,0,1.00044608338,1.00063256902,1.00071654293
2019-03-14 14:00:00,1.10472790627,-10.126,-0.0013,7644.54,7632.84,7645.92,19780814.0,-10.137,13.083,0.1301,-0.000473944197653,1.10474671776,,,0.99998297212405751,NA,NA,1.10474858164,1.10458482396,1.10449378636,0,0,0.999981285,1.00012953492,1.00021197032
2019-03-14 13:30:00,1.10619230842,-0.447,-0.0001,7644.98,7640.07,7645.3,17502893.0,-0.444,5.231,-0.154,0.00132557722208,1.10512757808,,,1.0009634456314458,NA,NA,1.1052298239,1.10487709386,1.10470610162,0,0,1.00087084559,1.00119037182,1.00134534135
2019-03-14 13:00:00,1.10625742511,-0.188,0.0,7645.18,7643.68,7650.8,20688186.0,-0.195,7.116,-0.1135,5.88656202538e-05,1.10542711488,,,1.0007511216426972,NA,NA,1.10557235763,1.10512806318,1.10490001705,0,0,1.00061964961,1.00102192856,1.00122853474
2019-03-14 12:30:00,1.10628491883,-2.472,-0.0003,7647.61,7642.2,7653.1,23336122.0,-2.438,10.899,-0.1116,2.48529100144e-05,1.10574285851,,,1.0004902227647623,NA,NA,1.10580987803,1.10533840057,1.10507312978,0,0,1.00042958632,1.00085631537,1.0010965691
2019-03-14 12:00:00,1.10664233714,11.165,0.0015,7636.47,7634.35,7649.38,26267934.0,11.174,15.028,-0.0845,0.000323079800711,1.10602097915,1.10533320214,,1.000561795841769,1.0011843804218921,NA,1.1060873644,1.10557547995,1.1052692807,0,0,1.00050174404,1.00096497907,1.00124228228
2019-03-14 11:30:00,1.10502744307,0.113,0.0,7636.34,7632.34,7644.13,28691749.0,0.139,11.783,-0.1291,-0.00145927371058,1.10608088651,1.10541380213,,0.99904758914460956,0.99965048467434214,NA,1.10573405729,1.10547583688,1.10523905099,0,0,0.999360954638,0.999594388414,0.999808541037
2019-03-14 11:00:00,1.10501007862,-2.371,-0.0003,7638.71,7629.81,7646.16,32945846.0,-2.344,16.351,-0.1406,-1.57140462621e-05,1.10584444055,1.10548600932,,0.99924549791510919,0.99956948283880576,NA,1.10549273107,1.10539115356,1.10521042945,0,0,0.999563405136,0.999655257834,0.999818721555
2019-03-14 10:30:00,1.10535302655,-11.473,-0.0015,7649.97,7627.02,7649.97,38337837.0,-11.236,22.949,-0.5252,0.000310357290646,1.10566356084,1.10554533786,,0.99971914215071678,0.99982604846376155,NA,1.10544616289,1.10538422137,1.10522825408,0,0,0.999915747735,0.999971779203,1.00011289294
2019-03-14 10:00:00,1.10701422583,6.801,0.0009,7644.79,7632.66,7652.34,80749250.0,5.42,19.68,3073.9905,0.00150286762328,1.10580942224,1.10577614037,,1.0010895219032379,1.0011196528918997,NA,1.10596885054,1.10568058582,1.10545150055,0,0,1.00094521223,1.00120617113,1.0014136534
2019-03-13 20:30:00,1.10603024019,0.0,0.0,7643.41,7643.41,7643.41,26260.0,0.0,0.0,-0.7562,-0.000888864488687,1.10568700285,1.105853991,1.10545113571,1.0003104290280982,1.0001593783563665,1.0005238625820219,1.10598931376,1.10574415934,1.10552384301,0,0,1.00003700437,1.00025872246,1.00045806085
2019-03-13 20:00:00,1.10603024019,0.0,0.0,7643.41,7643.41,7643.41,107711.0,0.0,0.0,-0.0192,0.0,1.10588756228,1.1059842244,1.10557172218,1.0001290166575425,1.0000416061981194,1.0004147338452305,1.1060029559,1.10579617404,1.10558714266,0,0,1.00002466927,1.00021167206,1.00040078029
2019-03-13 19:30:00,1.10603024019,0.0,0.0,7643.41,7643.41,7643.41,109815.0,0.0,0.0,-0.1469,0.0,1.10609159459,1.10596801757,1.10568787107,0.99994453045421994,1.0000562607778636,1.0003096435513259,1.10601205067,1.10583873153,1.10564252985,0,0,1.00001644605,1.00017317956,1.00035066519
2019-03-13 19:00:00,1.10603024019,0.0,0.0,7643.41,7643.41,7643.41,128728.0,0.0,0.0,0.6028,0.0,1.10622703732,1.10594529908,1.10577257101,0.99982210059949495,1.0000768040814234,1.0002330218581654,1.10601811384,1.10587355128,1.10569099364,0,0,1.00001096397,1.00014168791,1.00030681859
2019-03-13 18:30:00,1.10603024019,0.0,0.0,7643.41,7643.41,7643.41,80315.0,0.0,0.0,-0.3453,0.0,1.10603024019,1.10591983122,1.10586084031,1.0000000000000002,1.0000998345206833,1.0001531837221531,1.10602215596,1.10590204018,1.10573339946,0,0,1.00000730929,1.00011592348,1.00026845597
2019-03-13 18:00:00,1.10603024019,0.0,0.0,7643.41,7643.41,7643.41,122666.0,0.0,0.0,-0.4859,0.0,1.10603024019,1.10585862152,1.10591274073,1.0000000000000002,1.000155190426242,1.0001062465931085,1.1060248507,1.10592534927,1.10577050455,0,0,1.00000487285,1.00009484449,1.00023489109
2019-03-13 17:30:00,1.10603024019,0.0,0.0,7643.41,7643.41,7643.41,238600.0,0.0,0.0,-0.3858,0.0,1.10603024019,1.10595890124,1.10599956299,1.0000000000000002,1.0000645041677148,1.0000277370807349,1.1060266472,1.10594442035,1.10580297151,0,0,1.00000324856,1.0000775987,1.00020552367
2019-03-13 17:00:00,1.10603024019,0.0,0.0,7643.41,7643.41,7643.41,388480.0,0.0,0.0,-0.9976,0.0,1.10603024019,1.10606091739,1.10598875845,1.0000000000000002,0.99997226445787057,1.0000375064818616,1.10602784487,1.10596002396,1.10583138009,0,0,1.0000021657,1.00006348895,1.00017982859
2019-03-13 16:30:00,1.10603024019,0.287,0.0,7643.39,7643.39,7643.41,160903076.0,0.016,0.016,0.9024,0.0,1.10603024019,1.10612863876,1.10597361279,1.0000000000000002,0.99991104238699402,1.0000512014101235,1.10602864331,1.10597279054,1.10585623761,0,0,1.0000014438,1.0000519449,1.00015734648
2019-03-13 16:00:00,1.1059882761,-8.876,-0.0012,7651.46,7639.37,7658.2,84580597.0,-8.343,18.826,1.8845,-3.79411807033e-05,1.10602184738,1.10602604378,1.1059538366,0.99996964682511036,0.99996585280780814,1.0000311400856379,1.10601518757,1.1059756061,1.10587274242,0,0,0.999975668081,1.00001145595,1.00010447286
2019-03-13 15:30:00,1.10727179854,-5.879,-0.0008,7657.77,7647.01,7659.23,29322514.0,-5.778,12.22,0.0572,0.00116052083442,1.10627015904,1.10615019962,1.1059958007,1.000905420331121,1.0010139662038298,1.0011537094808283,1.10643405789,1.10621127745,1.10604762443,0,0,1.0007571537,1.00095869669,1.00110680054
2019-03-13 15:00:00,1.1081226567,-12.695,-0.0017,7670.53,7644.58,7670.53,27735519.0,-12.656,25.951,0.1603,0.000768427559367,1.10668864235,1.10635944127,1.10620214827,1.0012957703753682,1.001593709392945,1.0017361279167329,1.10699692416,1.10655880095,1.10630700347,0,0,1.00101692472,1.00141326042,1.00164118389
2019-03-13 14:30:00,1.10996039458,2.746,0.0004,7668.78,7668.28,7677.07,23904579.0,1.79,8.79,0.1194,0.0016584246011,1.10747467322,1.10675245671,1.10653216934,1.0022444949899341,1.0028985143430629,1.0030981704256152,1.10798474764,1.10717727252,1.10676367736,0,0,1.0017830994,1.00251370953,1.00288834671
2019-03-13 14:00:00,1.10956245921,5.457,0.0007,7662.39,7661.35,7667.82,21353875.0,5.429,6.47,0.0617,-0.000358513122232,1.10818111703,1.10710567861,1.10681279818,1.001246494967404,1.0022191021589515,1.0024843054181707,1.10851065149,1.10761094283,1.10711352509,0,0,1.00094884764,1.00176191504,1.0022119991
2019-03-13 13:30:00,1.10877382367,3.337,0.0004,7659.03,7657.64,7664.46,20112809.0,3.334,6.817,-0.1361,-0.000710762641794,1.10873822654,1.10738003696,1.1069301047,1.000032105980013,1.001258634491341,1.001665614618505,1.10859837555,1.10782237571,1.10732106241,0,0,1.00015826121,1.00085884523,1.00131196029
2019-03-13 13:00:00,1.10829051308,2.152,0.0003,7656.89,7653.93,7661.86,23281390.0,2.137,7.923,-0.0469,-0.000435896465454,1.10894196945,1.10760606425,1.10708078956,0.9994125424151683,1.0006179533072908,1.0010927147557012,1.10849575473,1.10790749159,1.10744224374,0,0,0.999814846697,1.00034571612,1.00076597162
2019-03-13 12:30:00,1.10797939997,-4.038,-0.0005,7660.9,7653.19,7666.11,24427019.0,-4.028,12.912,-0.0703,-0.000280714398559,1.1089133181,1.10780098022,1.10721073355,0.99915780781576291,1.0001610575827227,1.0006942367891134,1.10832363647,1.10792056584,1.10750938827,0,0,0.999689407956,1.0000531032,1.0004243862
2019-03-13 12:00:00,1.10856255616,-5.934,-0.0008,7666.96,7657.46,7669.67,26273319.0,-6.041,12.206,-0.1406,0.000526324037989,1.10863375042,1.10805421182,1.10737955461,0.99993578198872735,1.0004587720866498,1.0010682891396907,1.10840327637,1.10803729136,1.10764103426,0,0,1.00014370202,1.00047404976,1.00083196801
2019-03-13 11:30:00,1.10942209656,17.539,0.0023,7648.57,7648.4,7668.33,30570424.0,18.283,19.933,-0.0936,0.000775364806531,1.10860567789,1.10839339746,1.10760567837,1.0007364373868979,1.0009280992660192,1.0016399502292661,1.1087428831,1.10828907412,1.10786366705,0,0,1.0006125978,1.00102231671,1.00140669791
2019-03-13 11:00:00,1.10688399243,18.515,0.0024,7630.68,7630.68,7649.84,33725539.0,18.627,19.161,-0.1553,-0.00228777137938,1.10822771164,1.10848296909,1.10766259518,0.99878750622176726,0.99855750904657181,0.99929707588445171,1.10812325288,1.10803360472,1.10774120772,0,0,0.9988816583,0.998962475251,0.999226159253
2019-03-13 10:30:00,1.10420407862,-3.944,-0.0005,7634.8,7629.52,7639.82,39924948.0,-4.007,10.303,-0.4508,-0.00242113340942,1.10741042475,1.1081761971,1.10754085108,0.99710464516419051,0.99641562552231289,0.99698722403210827,1.10681686146,1.10733732725,1.10729906658,0,0,0.997639372032,0.997170465989,0.997204921367
2019-03-13 10:00:00,1.10477565851,43.707,0.0058,7621.38,7619.46,7641.83,72690912.0,13.361,22.369,11088.384,0.000517639720134,1.10676967646,1.10784149728,1.1074572123,0.99819834425483644,0.9972326016170211,0.99757863892102994,1.10613646048,1.1068715693,1.10698364057,0,0,0.998769770264,0.998106455307,0.998005406782
2019-03-12 20:30:00,1.09845065674,0.0,0.0,7591.03,7591.03,7591.03,6555.0,0.0,0.0,-0.9048,-0.00572514584649,1.10474729657,1.10669052349,1.10695190674,0.9943003799572051,0.99255449777346172,0.9923201270555172,1.1035745259,1.10534049429,1.10591701759,0,0,0.995357024797,0.993766773602,0.993248715106
2019-03-12 20:00:00,1.09845065674,0.0,0.0,7591.03,7591.03,7591.03,68880.0,0.0,0.0,0.3583,0.0,1.10255300861,1.10557934325,1.10644660117,0.99627922481881737,0.99355208058747424,0.99277331194546659,1.10186656951,1.10408779655,1.10498372249,0,0,0.996899885279,0.994894301133,0.994087636211
2019-03-12 19:30:00,1.09845065674,0.0,0.0,7591.03,7591.03,7591.03,50712.0,0.0,0.0,-0.0467,0.0,1.10086634147,1.10454702655,1.10594409322,0.9978056512039607,0.99448066069622476,0.9932243984807696,1.10072793192,1.10306286204,1.10416708927,0,0,0.99793111893,0.995818728506,0.994822855539
