Date,Close,ROI,Lower Bound,Upper Bound,Middle Bound,RSI,SMA5,SMA10,SMA15,EMA5,EMA10,EMA15
2017-01-03,1.0,,,,,,,,,1.0,1.0,1.0
2017-01-04,0.998880827607,-0.00111917239313,,,,,,,,0.999626942536,0.99979651411,0.999860103451
2017-01-05,1.00396042422,0.00508528792919,,,,,,,,1.00107143643,1.00055358868,1.00037264355
2017-01-06,1.01515286155,0.0111482853858,,,,,,,,1.0057652448,1.00320800193,1.0022201708
2017-01-09,1.02445106856,0.00915941565988,,,,,1.00848903639,,,1.01199385272,1.00707037768,1.00499903302
2017-01-10,1.02548431266,0.00100858315863,,,,,1.01358589892,,,1.0164906727,1.01041836586,1.00755969297
2017-01-11,1.03099443359,0.00537318890694,,,,,1.02000862012,,,1.02132525967,1.01415946908,1.01048903555
2017-01-12,1.02668968087,-0.00417534040764,,,,,1.02455447145,,,1.02311340007,1.01643768941,1.01251411622
2017-01-13,1.02488166422,-0.00176101570473,,,,,1.02650023198,,,1.02370282145,1.01797295756,1.01406005972
2017-01-17,1.03314676982,0.00806444869682,,,,,1.02823937223,1.01836420431,,1.02685080424,1.02073183251,1.01644589848
2017-01-18,1.03306070776,-8.33009040119e-05,,,,,1.02975465125,1.02167027509,,1.02892077208,1.02297344619,1.01852274964
2017-01-19,1.03125275353,-0.00175009485536,,,,,1.02980631524,1.02490746768,,1.02969809923,1.0244787748,1.02011400013
2017-01-20,1.03314676982,0.00183661695287,,,,,1.03109773303,1.02782610224,,1.0308476561,1.0260547739,1.02174309634
2017-01-23,1.03383555166,0.000666683434451,,,,,1.03288851052,1.02969437125,,1.03184362128,1.02746946076,1.02325465325
2017-01-24,1.0328885123,-0.000916044485392,,,,81.1976169092,1.03283685902,1.03053811563,1.02318842255,1.03219191829,1.02845474286,1.02445888564
2017-01-25,1.04933280413,0.0159206842034,,,,87.0262474934,1.03609127829,1.03292296477,1.02647727615,1.0379055469,1.032250754,1.02756812545
2017-01-26,1.0498493905,0.000492299845738,,,,86.0706331472,1.03981060568,1.03480846046,1.02987518035,1.0418868281,1.03545050609,1.03035328358
2017-01-27,1.04993545256,8.1975624963e-05,,,,83.0652205618,1.04316834223,1.03713303763,1.03294018224,1.04456970292,1.03808413272,1.0328010547
2017-01-30,1.04718039656,-0.00262402417317,,,,74.729087064,1.04583731121,1.03936291087,1.03507535124,1.04543993413,1.03973799887,1.03459847243
2017-01-31,1.04476979389,-0.00230199369217,0.998385014741,1.06050440284,1.02944470879,70.4397598394,1.04821356753,1.04052521327,1.03642993293,1.04521655405,1.04065287069,1.03586988762
2017-02-01,1.10848040165,0.060980522342,0.990445887864,1.07929156988,1.03486872887,86.6097996619,1.06004308703,1.04806718266,1.04196300553,1.06630450325,1.05298514905,1.04494620187
2017-02-02,1.10658639427,-0.00170865210571,0.988664806268,1.09184320815,1.04025400721,88.7636752384,1.07139048779,1.05560054673,1.04700246957,1.07973180026,1.06273083,1.05265122592
2017-02-03,1.11132166239,0.00427916712459,0.987949796239,1.10329434199,1.04562206912,90.7733434569,1.08366772975,1.06341803599,1.05264460167,1.0902617543,1.0715655268,1.05998503048
2017-02-06,1.12173918448,0.00937399354451,0.985906715658,1.11599605487,1.05095138526,90.8906331428,1.09857948734,1.07220839927,1.05910176969,1.10075423103,1.08068801001,1.06770429973
2017-02-07,1.13241502651,0.00951722305676,0.983155407077,1.12954375924,1.05634958316,91.7289361111,1.11610853386,1.08216105069,1.06571965347,1.11130782952,1.0900929221,1.07579314058
