Date,Close,ROI,Lower Bound,Upper Bound,Middle Bound,RSI,SMA5,SMA10,SMA15,EMA5,EMA10,EMA15
2018-12-14 17:00:00,0.937400476236,,,,,,,,,0.937400476236,0.937400476236,0.937400476236
2018-12-17 10:00:00,0.929877704888,-0.00802514137668,,,,,,,,0.934892885787,0.936032699627,0.936460129817
2018-12-17 10:30:00,0.930511700922,0.000681805823375,,,,,,,,0.933432490832,0.935028881681,0.935716576206
2018-12-17 11:00:00,0.932468920581,0.00210337995435,,,,,,,,0.933111300748,0.934563434208,0.935310619252
2018-12-17 11:30:00,0.934356906317,0.00202471706519,,,,,0.932923141789,,,0.933526502604,0.934525883682,0.935191405136
2018-12-17 12:00:00,0.936108368981,0.00187451139069,,,,,0.932664720338,,,0.93438712473,0.934813608282,0.935306025616
2018-12-17 12:30:00,0.934123533544,-0.00212030519431,,,,,0.933513886069,,,0.934299261001,0.934688140148,0.935158214107
2018-12-17 13:00:00,0.926917760213,-0.007713940472,,,,,0.932795097927,,,0.931838760738,0.933275343796,0.93412815737
2018-12-17 13:30:00,0.926761789409,-0.000168268222064,,,,,0.931653671693,,,0.930146436962,0.93209106118,0.933207361375
2018-12-17 14:00:00,0.922929419516,-0.00413522648056,,,,,0.929368174333,0.931145658061,,0.92774076448,0.93042530815,0.931922618643
2018-12-17 14:30:00,0.92176255565,-0.00126430455242,,,,,0.926499011666,0.929581866002,,0.925748028203,0.928850262241,0.930652610769
2018-12-17 15:00:00,0.920919690983,-0.000914405408621,,,,,0.923858243154,0.928686064612,,0.924138582463,0.927408340194,0.929435995796
2018-12-17 15:30:00,0.916797160942,-0.00447653588176,,,,,0.9218341233,0.927314610614,,0.921691441956,0.925479034876,0.927856141439
2018-12-17 16:00:00,0.917711204305,0.000996996283537,,,,,0.920024006279,0.925838838986,,0.920364696072,0.924066702045,0.926588024297
2018-12-17 16:30:00,0.917659862295,-5.59457157024e-05,,,,21.0130183332,0.918970094835,0.924169134584,0.927087136985,0.919463084813,0.92290182209,0.925472004047
2018-12-17 17:00:00,0.917659862295,0.0,,,,26.9236534124,0.918149556164,0.922324283915,0.925771096056,0.91886201064,0.921948738491,0.924495486328
2018-12-18 10:00:00,0.929836475698,0.0132692012624,,,,49.2945550982,0.919932913107,0.92189557813,0.925768347443,0.922520165659,0.923382872529,0.925163109999
2018-12-18 10:30:00,0.929233207079,-0.000648790012901,,,,45.7992543313,0.922420122334,0.922127122817,0.92568311452,0.924757846132,0.924446569719,0.925671872134
2018-12-18 11:00:00,0.925346383539,-0.00418282892845,,,,38.5945067454,0.923947158181,0.92198558223,0.925208278718,0.924954025268,0.924610172232,0.92563118606
2018-12-18 11:30:00,0.924592200526,-0.000815027784083,0.91357801344,0.939719504951,0.926648759196,34.9989595065,0.925333625827,0.922151860331,0.924557298332,0.924833417021,0.924606904649,0.925501312868
2018-12-18 12:00:00,0.926223476212,0.00176431910702,0.914038737125,0.938141081264,0.926089909195,39.6738106314,0.927046348611,0.922597952387,0.92389830548,0.925296770084,0.924900826752,0.925591583286
2018-12-18 12:30:00,0.928333555037,0.00227815303729,0.914044204591,0.937981198813,0.926012701702,52.3553568453,0.926745764479,0.923339338793,0.923512306913,0.926309031735,0.925524959167,0.925934329755
2018-12-18 13:00:00,0.929466968807,0.00122091220661,0.914065753501,0.937855176692,0.925960465096,54.2147335271,0.926792516824,0.924606319579,0.923682254153,0.927361677426,0.926241688193,0.926375909636
2018-12-18 13:30:00,0.926930595715,-0.00272884693767,0.914175224294,0.937191873412,0.925683548853,56.4173538124,0.927109359259,0.92552825872,0.923693507907,0.927217983522,0.926366944106,0.926445245396
2018-12-18 14:00:00,0.924108340976,-0.00304473145225,0.914399815795,0.935942425377,0.925171120586,53.6575708965,0.927012587349,0.926173106588,0.923772102671,0.926181436007,0.925956288991,0.926153132344
2018-12-18 14:30:00,0.924449843135,0.000369547750157,0.915126909634,0.934049478954,0.924588194294,55.5037946935,0.926657860734,0.926852104672,0.92395125517,0.925604238383,0.925682389745,0.925940221193
2018-12-18 15:00:00,0.916647024458,-0.00844049975702,0.914745784776,0.932682952903,0.923714368839,49.9779723866,0.924320554618,0.925533159548,0.923666410735,0.922618500408,0.924039596056,0.924778571601
2018-12-18 15:30:00,0.917599574328,0.00103916757967,0.914016293902,0.932480625189,0.923248459545,50.0308976525,0.921947075722,0.924369796273,0.92371990496,0.920945525048,0.922868683015,0.923881196942
