Date,Close,SMA 5,SMA 10,SMA 15,state,closePriceSMA5,closePriceSMA10,closePriceSMA15,sellSignal1,sellSignal2,buySignal1,buySignal2,exit_Signal_SMA
2018-12-14 17:00:00,0.905615450844,,,,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-12-14 17:30:00,0.905615450844,,,,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-12-14 18:00:00,0.905615450844,,,,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-12-14 18:30:00,0.905615450844,,,,NA,NA,NA,NA,NA,NA,NA,NA,0
2018-12-14 19:00:00,0.905615450844,0.905615450844,,,NA,1.0,NA,NA,NA,NA,NA,NA,0
2018-12-14 19:30:00,0.905615450844,0.905615450844,,,NA,1.0,NA,NA,NA,NA,NA,NA,0
2018-12-14 20:00:00,0.905615450844,0.905615450844,,,NA,1.0,NA,NA,NA,NA,NA,NA,0
2018-12-14 20:30:00,0.905615450844,0.905615450844,,,NA,1.0,NA,NA,NA,NA,NA,NA,0
2018-12-17 10:00:00,0.896741017782,0.903840564232,,,NA,0.99214513407468552,NA,NA,NA,NA,NA,NA,0
2018-12-17 10:30:00,0.9014940551,0.903016285083,0.904315867963,,NA,0.99831428291139124,0.99687961589119356,NA,0,NA,0,NA,0
2018-12-17 11:00:00,0.90325924431,0.902545043776,0.90408024731,,NA,1.0007913184381549,0.99909189145312594,NA,0,NA,0,NA,0
2018-12-17 11:30:00,0.905840849912,0.902590123589,0.904102787217,,NA,1.0036015531716198,1.0019224171406036,NA,0,NA,0,NA,0
2018-12-17 12:00:00,0.907105443519,0.902888122124,0.904251786484,,NA,1.0046709235516897,1.0031558212845191,NA,0,NA,0,NA,0
2018-12-17 12:30:00,0.904031105071,0.904346139582,0.904093351907,,long,0.99965164388150984,0.9999311499908321,NA,0,NA,1,NA,0
2018-12-17 13:00:00,0.896937586736,0.90343484591,0.903225565496,0.904022193945,long,0.99280827034405095,0.99303830737273757,0.99216323752136704,0,0,0,0,0
2018-12-17 13:30:00,0.895393865214,0.90186177009,0.902203406933,0.903340754903,exit,0.99282827469701496,0.99245232098791603,0.99120277741671925,1,0,0,0,0
2018-12-17 14:00:00,0.891353717971,0.898964343702,0.900777233646,0.902389972712,exit,0.99153400712195283,0.98953846153846137,0.98776997188037463,0,0,0,0,0
2018-12-17 14:30:00,0.888200751942,0.895183405387,0.899035763756,0.901228992785,exit,0.99219975101975288,0.98794818598925027,0.98554391730895019,0,0,0,0,0
2018-12-17 15:00:00,0.888240065733,0.892025197519,0.898185668551,0.900070633778,exit,0.99575669858104099,0.9889270078935225,0.98685595596502085,0,0,0,0,0
2018-12-17 15:30:00,0.88290518431,0.889218717034,0.896326781472,0.898556616009,exit,0.99289991022095736,0.98502600007105456,0.98258158537791207,0,0,0,0,0
2018-12-17 16:00:00,0.885273184981,0.887194580987,0.894528175539,0.897200464951,exit,0.99783430146251795,0.98965377412224653,0.98670611481326975,0,0,0,0,0
2018-12-17 16:30:00,0.885049096373,0.885933656667,0.892449000185,0.895829374653,exit,0.99900155018578507,0.99170831743805377,0.98796614781172987,0,0,0,0,0
2018-12-17 17:00:00,0.885049096373,0.885303325554,0.89024336547,0.894458284355,exit,0.99971283381218978,0.99416533804224028,0.98948057372047071,0,0,0,0,0
2018-12-17 17:30:00,0.885049096373,0.884665131682,0.8883451646,0.893678822928,exit,1.000434022634354,0.99628965366265421,0.99034359287283869,0,0,0,0,0
2018-12-17 18:00:00,0.885049096373,0.885093914094,0.887156315564,0.892582492346,exit,0.99994936388004108,0.99762474870048068,0.99156000029363345,0,0,0,0,0
2018-12-17 18:30:00,0.885049096373,0.885049096373,0.88612183868,0.891368482483,exit,0.99999999999999944,0.99878939637818676,0.99291046718055198,0,0,0,0,0
2018-12-17 19:00:00,0.885049096373,0.885049096373,0.88549137652,0.889982365581,exit,0.99999999999999944,0.99950052574290371,0.99445689105878721,0,0,0,0,0
2018-12-17 19:30:00,0.885049096373,0.885049096373,0.885176210963,0.888511942438,exit,0.99999999999999944,0.99985639628703027,0.99610264544604321,0,0,0,0,0
2018-12-17 20:00:00,0.885049096373,0.885049096373,0.884857114027,0.887246475191,long,0.99999999999999944,1.0002169642334837,0.99752337272679237,0,0,1,0,0
2018-12-17 20:30:00,0.885049096373,0.885049096373,0.885071505233,0.886453909167,exit,0.99999999999999944,0.99997468129900102,0.99841524440272345,1,0,0,0,0
2018-12-18 10:00:00,0.895623195661,0.88716391623,0.886106506301,0.886469197863,long,1.0095351933006664,1.0107398933331209,1.0103263574409798,0,0,1,0,0
2018-12-18 10:30:00,0.893781999788,0.888910496913,0.886979796643,0.886631083318,long,1.0054803075128591,1.0076689493611777,1.0080652670592494,0,0,0,1,0
2018-12-18 11:00:00,0.892848952484,0.890470468136,0.887759782254,0.886940963354,long,1.0026710423687653,1.0057325983129175,1.0066610849811624,0,0,0,0,0
2018-12-18 11:30:00,0.889517763936,0.891364201648,0.88820664901,0.887026143234,long,0.99792852606322857,1.0014761372564212,1.0028089597147709,0,0,0,0,0
2018-12-18 12:00:00,0.890807256277,0.892515833629,0.888782465001,0.887552948032,long,0.99808566157879564,1.0022781629434263,1.0036666074431644,0,0,0,0,0
2018-12-18 12:30:00,0.895387312915,0.89246865708,0.889816286655,0.888227223228,long,1.003270317463953,1.0062608724338407,1.0080611013720606,0,0,0,0,0
2018-12-18 13:00:00,0.896678115716,0.893047880266,0.89097918859,0.889002491184,long,1.0040649953160543,1.0063962516741478,1.0086339741546826,0,0,0,0,1
2018-12-18 13:30:00,0.894640350889,0.893406159947,0.891938314041,0.889641908152,long,1.0013814444058831,1.0030293987879761,1.0056184883954562,0,0,0,0,1
2018-12-18 14:00:00,0.891083763273,0.893719359814,0.892541780731,0.890044219278,long,0.99705097969293299,0.99836644346581793,1.0011679689305937,0,0,0,0,0
2018-12-18 14:30:00,0.892745426168,0.894106993792,0.893311413711,0.890557307931,long,0.99847717596019203,0.99936641630893408,1.0024570212575603,0,0,0,0,0
2018-12-18 15:00:00,0.884431869856,0.89191590518,0.89219228113,0.890516159497,exit,0.99160903479657247,0.99130186234648909,0.99316768193770488,1,0,0,0,0
2018-12-18 15:30:00,0.88540423095,0.889661128227,0.891354504247,0.890539835135,exit,0.99521514749612683,0.99332445927179136,0.99423315613447227,0,0,0,0,0
2018-12-18 16:00:00,0.888945093049,0.888522076659,0.890964118303,0.890799568247,exit,1.0004760899037077,0.99773388713148803,0.99791819028193918,0,0,0,0,0
2018-12-18 16:30:00,0.889004063736,0.888106136752,0.890912748283,0.891063232738,exit,1.0010110581907363,0.9978576077723309,0.99768908767985665,0,1,0,0,0
2018-12-18 17:00:00,0.889004063736,0.887357864265,0.890732429029,0.891326897229,exit,1.0018551697534959,0.99805961337329319,0.99739396006038905,0,0,0,0,0
2018-12-18 17:30:00,0.889004063736,0.888272303041,0.890094104111,0.890885621767,exit,1.0008238022190132,0.99877536502013731,0.99788799147076834,0,0,0,0,0
2018-12-18 18:00:00,0.889004063736,0.888992269598,0.889326698913,0.890567092697,exit,1.0000132668614428,0.99963721411086759,0.99824490599931925,0,0,0,0,0
2018-12-18 18:30:00,0.889004063736,0.889004063736,0.888763070197,0.890310766781,long,0.999999999999999,1.0002711561114586,0.99853230681489646,0,0,1,0,0
2018-12-18 19:00:00,0.889004063736,0.889004063736,0.888555100244,0.8902765201,long,0.999999999999999,1.0005052736648292,0.99857071782054296,0,0,0,0,0
2018-12-18 19:30:00,0.889004063736,0.889004063736,0.888180964,0.890156307264,long,0.999999999999999,1.0009267252604113,0.9987055716850648,0,0,0,0,0
2018-12-18 20:00:00,0.889004063736,0.889004063736,0.888638183388,0.889730757319,long,0.999999999999999,1.0004117315168377,0.99918324327047103,0,0,0,0,0
2018-12-18 20:30:00,0.889004063736,0.889004063736,0.888998166667,0.889219153854,long,0.999999999999999,1.0000066333867192,0.999758113489574,0,0,0,0,0
2018-12-19 10:00:00,0.89687730559,0.890578712106,0.889791387921,0.889368284167,long,1.0070724725372222,1.0079635718722959,1.0084430955731576,0,0,0,1,0
