Date,Close,Net,PerctChg,Open,Low,High,Volume,O-C,H-L,PercentCVol,ROI,SMA 5,SMA 10,SMA 15,buySignal1,buySignal2,sellSignal1,sellSignal2,closePriceSMA5,closePriceSMA10,closePriceSMA15,ROI_8,state,exit_Signal,EMA 5,EMA 10,EMA 15,buySignal1EMA,buySignal2EMA,closePriceEMA5,closePriceEMA10,closePriceEMA15
2018-12-14 17:00:00,0.905615450844,,,6910.67,6910.67,6910.67,244184.0,0.0,0.0,,,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0.905615450844,0.905615450844,0.905615450844,0,0,1.0,1.0,1.0
2018-12-14 17:30:00,0.905615450844,0.0,0.0,6910.67,6910.67,6910.67,66346.0,0.0,0.0,-0.7283,0.0,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0.905615450844,0.905615450844,0.905615450844,0,0,1.0,1.0,1.0
2018-12-14 18:00:00,0.905615450844,0.0,0.0,6910.67,6910.67,6910.67,76162.0,0.0,0.0,0.148,0.0,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0.905615450844,0.905615450844,0.905615450844,0,0,1.0,1.0,1.0
2018-12-14 18:30:00,0.905615450844,0.0,0.0,6910.67,6910.67,6910.67,15136.0,0.0,0.0,-0.8013,0.0,,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,0.905615450844,0.905615450844,0.905615450844,0,0,1.0,1.0,1.0
2018-12-14 19:00:00,0.905615450844,0.0,0.0,6910.67,6910.67,6910.67,36552.0,0.0,0.0,1.4149,0.0,0.905615450844,,,NA,NA,NA,NA,1.0,NA,NA,,NA,NA,0.905615450844,0.905615450844,0.905615450844,0,0,1.0,1.0,1.0
2018-12-14 19:30:00,0.905615450844,0.0,0.0,6910.67,6910.67,6910.67,25770.0,0.0,0.0,-0.295,0.0,0.905615450844,,,NA,NA,NA,NA,1.0,NA,NA,,NA,NA,0.905615450844,0.905615450844,0.905615450844,0,0,1.0,1.0,1.0
2018-12-14 20:00:00,0.905615450844,0.0,0.0,6910.67,6910.67,6910.67,24210.0,0.0,0.0,-0.0605,0.0,0.905615450844,,,NA,NA,NA,NA,1.0,NA,NA,,NA,NA,0.905615450844,0.905615450844,0.905615450844,0,0,1.0,1.0,1.0
2018-12-14 20:30:00,0.905615450844,0.0,0.0,6910.67,6910.67,6910.67,5041.0,0.0,0.0,-0.7918,0.0,0.905615450844,,,NA,NA,NA,NA,1.0,NA,NA,,NA,NA,0.905615450844,0.905615450844,0.905615450844,0,0,1.0,1.0,1.0
2018-12-17 10:00:00,0.896741017782,-67.72,-0.0098,6886.46,6808.72,6889.33,71033872.0,-43.513,80.611,14090.2263,-0.00979933928259,0.903840564232,,,NA,NA,NA,NA,0.99214513407468552,NA,NA,-0.00122491741032,NA,0,0.90265730649,0.90400191756,0.904506146711,0,0,0.993445697868,0.991968048256,0.991415062288
2018-12-17 10:30:00,0.9014940551,36.277,0.0053,6842.16,6836.32,6887.48,37586291.0,37.063,51.152,-0.4709,0.00530034561118,0.903016285083,0.904315867963,,0,NA,0,NA,0.99831428291139124,0.99687961589119356,NA,-0.000562374208926,NA,0,0.902269556026,0.903545942567,0.90412963526,0,0,0.99914049973,0.997729072346,0.997084953244
2018-12-17 11:00:00,0.90325924431,13.467,0.002,6879.11,6852.92,6900.88,33667807.0,13.578,47.958,-0.1043,0.0019580708278,0.902545043776,0.90408024731,,0,NA,0,NA,1.0007913184381549,0.99909189145312594,NA,-0.000317615355452,NA,0,0.902599452121,0.903493815611,0.904020836391,0,0,1.00073099113,0.999740373097,0.999157550302
2018-12-17 11:30:00,0.905840849912,19.705,0.0029,6892.69,6892.01,6924.92,31714767.0,19.705,32.908,-0.058,0.00285810039332,0.902590123589,0.904102787217,,0,NA,0,NA,1.0036015531716198,1.0019224171406036,NA,3.96471937127e-05,NA,0,0.903679918051,0.903920549121,0.904248338081,0,0,1.00239125803,1.00212441325,1.00176114433
2018-12-17 12:00:00,0.907105443519,9.641,0.0014,6912.39,6891.49,6922.38,26156463.0,9.646,30.89,-0.1753,0.00139604391535,0.902888122124,0.904251786484,,0,NA,0,NA,1.0046709235516897,1.0031558212845191,NA,0.000214152683131,NA,0,0.904821759874,0.904499620829,0.904605476261,1,0,1.00252390443,1.00288095498,1.00276359952
2018-12-17 12:30:00,0.904031105071,-23.459,-0.0034,6922.04,6895.72,6931.81,23271118.0,-23.459,36.086,-0.1103,-0.00338917428966,0.904346139582,0.904093351907,,1,NA,0,NA,0.99965164388150984,0.9999311499908321,NA,-0.000209494103077,long,0,0.904558208273,0.904414436146,0.904533679862,0,0,0.999417281059,0.999576155511,0.999444382446
2018-12-17 13:00:00,0.896937586736,-54.128,-0.0078,6898.58,6844.45,6898.58,26295392.0,-54.128,54.128,0.13,-0.0078465423319,0.90343484591,0.903225565496,0.904022193945,0,0,0,0,0.99280827034405095,0.99303830737273757,0.99216323752136704,-0.00119031189456,long,0,0.902018001094,0.903055008981,0.903584168221,0,0,0.994367723979,0.993225858687,0.992644203253
