Date,Price,BuySignal,SellSignal,ExitSignal,Close
2017-01-03,112.140007,,,,1.0
2017-01-04,112.014503,,,,0.998880827607
2017-01-05,112.584129,,,,1.00396042422
2017-01-06,113.839249,,,,1.01515286155
2017-01-09,114.88195,,,,1.02445106856
2017-01-10,114.997818,,,,1.02548431266
2017-01-11,115.615723,,,,1.03099443359
2017-01-12,115.132988,,,,1.02668968087
2017-01-13,114.930237,,,,1.02488166422
2017-01-17,115.857086,,,,1.03314676982
2017-01-18,115.847435,,,,1.03306070776
2017-01-19,115.644691,,,,1.03125275353
2017-01-20,115.857086,,,,1.03314676982
2017-01-23,115.934326,,,,1.03383555166
2017-01-24,115.828125,,,,1.0328885123
2017-01-25,117.672188,,,,1.04933280413
2017-01-26,117.730118,,,,1.0498493905
2017-01-27,117.739769,,,,1.04993545256
2017-01-30,117.430817,,,,1.04718039656
2017-01-31,117.160492,,,,1.04476979389
2017-02-01,124.305,,1,,1.10848040165
2017-02-02,124.092606,,1,1,1.10658639427
2017-02-03,124.623619,,1,,1.11132166239
2017-02-06,125.79184,,1,1,1.12173918448
2017-02-07,126.989029,,1,,1.13241502651
2017-02-08,127.481415,,,,1.13680584129
2017-02-09,128.402603,,,,1.14502046535
2017-02-10,128.11171,,,,1.14242644911
2017-02-13,129.246201,,,,1.15254318648
2017-02-14,130.923721,,,,1.16750234374
2017-02-15,131.398834,,,,1.17173912786
2017-02-16,131.243729,,,,1.17035599079
2017-02-17,131.602493,,,,1.17355524153
2017-02-21,132.55275,,,,1.18202908619
2017-02-22,132.950317,,,,1.18557435974
2017-02-23,132.387909,,,,1.18055912909
2017-02-24,132.513962,,,,1.18168319715
2017-02-27,132.775772,,,,1.18401786795
2017-02-28,132.833969,,,,1.18453683528
2017-03-01,135.548996,,,,1.20874788246
2017-03-02,134.744186,,,,1.20157105037
2017-03-03,135.539307,,,,1.20866148154
2017-03-06,135.112656,,,,1.20485685363
2017-03-07,135.287201,,,,1.20641334542
2017-03-08,134.782974,,,,1.20191693942
2017-03-09,134.472672,,,,1.19914984489
2017-03-10,134.918732,,,,1.20312755108
2017-03-13,134.976898,,,,1.20364624197
2017-03-14,134.773285,,,,1.2018305385
2017-03-15,136.198685,,,,1.2145414348
2017-03-16,136.421692,,,,1.21653008279
2017-03-17,135.74295,,,,1.21047745253
2017-03-20,137.168365,,,,1.22318848259
2017-03-21,135.597504,,,,1.20918044887
2017-03-22,137.129562,,,,1.22284245978
2017-03-23,136.644714,,,,1.21851886455
2017-03-24,136.37323,,,,1.21609792659
2017-03-27,136.605957,,,,1.21817325194
2017-03-28,139.437347,,1,1,1.24342195734
2017-03-29,139.74765,,1,,1.24618906079
2017-03-30,139.563416,,1,1,1.24454616808
2017-03-31,139.301605,,,,1.24221148836
2017-04-03,139.340393,,,,1.2425573774
2017-04-04,140.37793,,,,1.25180953484
2017-04-05,139.650681,,,,1.24532434709
2017-04-06,139.301605,,,,1.24221148836
2017-04-07,138.991318,,,,1.23944452759
2017-04-10,138.826462,,,,1.23797443672
2017-04-11,137.333206,,,,1.22465843969
2017-04-12,137.498032,,,,1.22612826304
2017-04-13,136.770782,,,,1.21964306637
2017-04-17,137.52713,,,,1.22638774224
2017-04-18,136.916229,,,,1.22094007895
2017-04-19,136.412003,,,,1.21644368187
2017-04-20,138.118622,,,,1.23166232725
2017-04-21,137.953781,,,,1.23019237015
2017-04-24,139.282196,,,,1.24203841007
2017-04-25,140.145187,,,,1.24973406681
2017-04-26,139.320984,,,,1.24238429912
2017-04-27,139.427643,,,,1.24333542266
2017-04-28,139.291885,,,,1.242124811
2017-05-01,142.132996,,1,,1.26746020267
2017-05-02,143.034805,,1,1,1.27550201598
2017-05-03,142.59845,,,,1.27161085339
2017-05-04,142.084518,,,,1.26702790379
2017-05-05,144.440811,,1,,1.28803996775
2017-05-08,148.36792,,1,1,1.32305966416
2017-05-09,149.318192,,1,,1.33153364258
2017-05-10,148.610352,,,,1.32522153311
2017-05-11,149.895569,,,,1.33668235815
2017-05-12,151.988968,,,,1.35535008483
2017-05-15,151.599518,,,,1.35187719402
2017-05-16,151.375549,,,,1.34987996746
2017-05-17,146.29303,,,,1.30455699008
2017-05-18,148.522705,,,,1.32443994765
2017-05-19,149.029007,,,,1.3289548573
2017-05-22,149.93454,,,,1.33702987909
2017-05-23,149.749542,,,,1.33538017346
2017-05-24,149.301636,,,,1.33138600571
2017-05-25,149.817673,,,,1.33598772649
2017-05-26,149.564529,,,,1.33373033408
2017-05-30,149.622955,,,,1.3342513435
2017-05-31,148.736908,,,,1.32635008664
2017-06-01,149.145844,,,,1.32999674238
2017-06-02,151.356079,,,,1.34970634521
2017-06-05,149.876099,,,,1.33650873591
2017-06-06,150.382416,,,,1.34102377932
2017-06-07,151.278198,,,,1.34901184731
2017-06-08,150.908203,,,,1.34571244498
2017-06-09,145.056458,1,,1,1.29352995314
2017-06-12,141.59024,1,,,1.26262021724
2017-06-13,142.729416,1,,1,1.27277873275
2017-06-14,141.337067,1,,,1.26036256623
2017-06-15,140.48996,1,,1,1.25280855386
2017-06-16,138.523209,1,,,1.23527020112
2017-06-19,142.486008,,,,1.27060816039
2017-06-20,141.19101,,,,1.25906011402
2017-06-21,142.028366,,,,1.26652717259
2017-06-22,141.794708,,,,1.26444354511
2017-06-23,142.427597,,,,1.27008728473
2017-06-26,141.979691,,,,1.26609311697
2017-06-27,139.944733,,,,1.24794653348
2017-06-28,141.989441,,,,1.26618006186
2017-06-29,139.896042,,,,1.24751233518
2017-06-30,140.227097,,,,1.25046449302
2017-07-03,139.720795,,,,1.24594958336
2017-07-05,140.295242,,,,1.25107217088
2017-07-06,138.971069,,,,1.23926395867
2017-07-07,140.382874,,,,1.25185362259
2017-07-10,141.2397,,,,1.2594943034
2017-07-11,141.697327,,,,1.26357515744
2017-07-12,141.90181,,,,1.26539861907
2017-07-13,143.878342,,1,1,1.28302419314
2017-07-14,145.114883,,1,,1.29405095364
2017-07-17,145.62117,,1,1,1.29856572953
2017-07-18,146.127518,,1,,1.30308104939
2017-07-19,147.04274,,1,1,1.3112424721
2017-07-20,146.380661,,,,1.30533843288
2017-07-21,146.312531,,,,1.30473088877
2017-07-24,148.084564,,,,1.32053285854
2017-07-25,148.717453,,,,1.32617659815
2017-07-26,149.418518,,,,1.33242829207
2017-07-27,146.594864,,,,1.30724857187
2017-07-28,145.562775,,,,1.29804499656
2017-07-31,144.813034,,,,1.2913592381
2017-08-01,146.098297,,,,1.30282047334
2017-08-02,153.001572,,1,,1.36437990413
2017-08-03,151.472931,,,,1.35074836405
2017-08-04,152.271317,,,,1.3578679106
2017-08-07,154.627609,,1,1,1.37887996565
2017-08-08,155.864151,,1,,1.38990673507
2017-08-09,156.818329,,1,1,1.39841554495
2017-08-10,151.82338,,,,1.35387346641
2017-08-11,153.934753,,,,1.37270147486
2017-08-14,156.251419,,,,1.39336016806
2017-08-15,157.96199,,,,1.40861405511
2017-08-16,157.326645,,,,1.4029484143
2017-08-17,154.306213,,,,1.37601394122
2017-08-18,153.9543,,,,1.37287578375
2017-08-21,153.670837,,,,1.37034802397
2017-08-22,156.182968,,,,1.39274976147
