,Close,ROI,RSI,Sell Signal,Buy Signal,Exit Signal
0,1.0,,,0,0,0
1,0.998880827607,-0.00111917239313,,0,0,0
2,1.00396042422,0.00508528792919,,0,0,0
3,1.01515286155,0.0111482853858,,0,0,0
4,1.02445106856,0.00915941565988,,0,0,0
5,1.02548431266,0.00100858315863,,0,0,0
6,1.03099443359,0.00537318890694,,0,0,0
7,1.02668968087,-0.00417534040764,,0,0,0
8,1.02488166422,-0.00176101570473,,0,0,0
9,1.03314676982,0.00806444869682,,0,0,0
10,1.03306070776,-8.33009040119e-05,,0,0,0
11,1.03125275353,-0.00175009485536,,0,0,0
12,1.03314676982,0.00183661695287,,0,0,0
13,1.03383555166,0.000666683434451,,0,0,0
14,1.0328885123,-0.000916044485392,81.1976169092,0,0,1
15,1.04933280413,0.0159206842034,87.0262474934,0,0,1
16,1.0498493905,0.000492299845738,86.0706331472,0,0,1
17,1.04993545256,8.1975624963e-05,83.0652205618,0,0,1
18,1.04718039656,-0.00262402417317,74.729087064,0,0,0
19,1.04476979389,-0.00230199369217,70.4397598394,0,0,0
20,1.10848040165,0.060980522342,86.6097996619,0,0,1
21,1.10658639427,-0.00170865210571,88.7636752384,0,0,1
22,1.11132166239,0.00427916712459,90.7733434569,0,0,1
23,1.12173918448,0.00937399354451,90.8906331428,0,0,1
24,1.13241502651,0.00951722305676,91.7289361111,0,0,1
25,1.13680584129,0.00387739006966,93.4099368808,0,0,1
26,1.14502046535,0.00722605722568,93.7059919389,0,0,1
27,1.14242644911,-0.0022654758798,91.9251843131,0,0,1
28,1.15254318648,0.00885548245356,93.1275627334,0,0,1
29,1.16750234374,0.012979259638,92.9678424892,0,0,1
30,1.17173912786,0.00362892985603,93.1379061078,0,0,1
31,1.17035599079,-0.00118041382315,92.2930667215,0,0,1
32,1.17355524153,0.0027335706074,94.3039936328,0,0,1
33,1.18202908619,0.0072206610858,96.2050627316,0,0,1
34,1.18557435974,0.00299931159482,93.378504888,0,0,1
35,1.18055912909,-0.0042302118016,90.4487073159,0,0,1
36,1.18168319715,0.00095214888544,90.0362297517,0,0,1
37,1.18401786795,0.00197571633999,88.9777465,0,0,1
38,1.18453683528,0.000438310386928,87.3254146031,0,0,1
39,1.20874788246,0.0204392522518,90.047168586,0,0,1
40,1.20157105037,-0.00593741026308,82.048784262,0,0,1
41,1.20866148154,0.0059009670369,85.7206482368,0,0,1
42,1.20485685363,-0.0031478027256,80.3483471114,0,0,1
43,1.20641334542,0.00129184789321,76.6484484874,0,0,0
44,1.20191693942,-0.00372708575736,70.6907772662,0,0,0
45,1.19914984489,-0.00230223440536,69.4379065699,1,0,0
46,1.20312755108,0.00331710520335,69.7170866031,0,0,0
47,1.20364624197,0.000431118786382,66.1156636443,0,0,0
48,1.2018305385,-0.00150850258835,62.4939663911,0,0,0
49,1.2145414348,0.0105762800098,73.1651856513,0,0,0
50,1.21653008279,0.00163736529468,73.4587727797,0,0,0
51,1.21047745253,-0.00497532313263,67.0910261602,1,0,0
52,1.22318848259,0.0105008400068,71.4658947988,0,0,0
53,1.20918044887,-0.0114520647673,50.4535581989,1,0,0
54,1.22284245978,0.0112985708056,62.3781028911,0,0,0
55,1.21851886455,-0.00353569276332,56.0288383825,0,0,0
56,1.21609792659,-0.00198678742889,56.9779128103,0,0,0
57,1.21817325194,0.00170654460557,57.2366465457,0,0,0
58,1.24342195734,0.0207266949566,70.030169627,0,0,0
59,1.24618906079,0.0022253937462,72.6841646552,0,0,0
60,1.24454616808,-0.00131833343888,70.4615544001,0,0,0
61,1.24221148836,-0.00187592857429,68.7631474452,1,0,0
62,1.2425573774,0.000278446181579,70.1000658102,0,0,0
63,1.25180953484,0.00744606052604,68.9440791603,1,0,0
64,1.24532434709,-0.00518065054813,64.1157990417,0,0,0
65,1.24221148836,-0.00249963693339,66.0507913035,0,0,0
66,1.23944452759,-0.00222744741527,59.2228113165,0,0,0
67,1.23797443672,-0.00118608847209,68.7984638466,0,0,0
68,1.22465843969,-0.0107562778629,51.442650561,0,0,0
69,1.22612826304,0.00120019043319,55.40479738,0,0,0
70,1.21964306637,-0.00528916661149,52.5422091896,0,0,0
71,1.22638774224,0.00553004076558,55.2208883462,0,0,0
72,1.22094007895,-0.00444203990878,32.416488733,0,0,0
73,1.21644368187,-0.00368273362247,27.3179117149,0,0,0
74,1.23166232725,0.0125107685722,42.064279031,0,1,0
75,1.23019237015,-0.00119347411387,42.516905758,0,0,0
76,1.24203841007,0.00962942074056,49.903101068,0,0,0
77,1.24973406681,0.00619598932803,49.0275242567,0,0,0
78,1.24238429912,-0.00588106532692,48.5520667793,0,0,0
79,1.24333542266,0.000765563068374,50.8325118039,0,0,0
80,1.242124811,-0.000973680663884,51.7530105821,0,0,0
81,1.26746020267,0.0203968163687,63.5732638974,0,0,0
82,1.27550201598,0.00634482509607,74.4606861251,0,0,0
83,1.27161085339,-0.00305069105383,71.4589423834,0,0,0
84,1.26702790379,-0.00360405039466,72.8890488575,0,0,0
85,1.28803996775,0.0165837420795,76.0350967883,0,0,0
86,1.32305966416,0.0271883616051,84.4190584715,0,0,1
87,1.33153364258,0.00640483468394,87.8209396099,0,0,1
88,1.32522153311,-0.00474048065088,82.7862535438,0,0,1
89,1.33668235815,0.00864823333438,84.8431953723,0,0,1
90,1.35535008483,0.0139657163582,85.3700692832,0,0,1
91,1.35187719402,-0.00256235702581,82.8154129847,0,0,1
92,1.34987996746,-0.00147737277107,85.9402853277,0,0,1
93,1.30455699008,-0.0335755611364,66.569496295,1,0,0
